Protein1,Protein2
P62873,Q9P0J0
P43307,P09012
Q9H5Z6,P04629
P21673,O75691
O95817,O75175
Q9HCE1,O94925
O14776,Q96S79
O60437,Q9NTJ5
Q70UQ0,Q96CV9
Q00610,Q15291
Q92615,Q05397
P04264,Q9Y223
Q66GS9,P06400
Q92805,O00212
Q8NCE2,Q12934
P04629,Q96RU3
Q8NA82,O43390
P06213,P17980
Q9P2E9,Q9BZV1
Q9BQD3,Q96I25
Q08945,Q13418
Q9UHR4,P35611
Q9UJX3,Q9BWU1
P14866,Q5HYI8
Q16512,O75665
Q14204,O95478
Q13322,Q9BXW9
Q92614,Q8N9N8
P51955,Q9Y4Z0
Q8IYE1,P36957
Q16531,P30154
Q13418,Q9UHD2
P02008,O95208
P46937,Q6ZW49
Q8WXE9,P04629
Q6ZU80,P61221
P54252,Q15464
P29323,Q9H8Y8
O75665,Q7Z2W4
O96008,P62913
Q9H0Y0,Q96K80
Q6IC83,Q14596
P60228,Q2LD37
P55884,Q13011
Q9NPJ6,Q9P2R7
Q9H2W6,O15042
Q9ULH0,Q9BQ67
Q9HBL0,Q9H5N1
O75400,Q14C86
Q6DKK2,P78362
Q6IQ23,O75323
Q00610,Q9GZM8
Q9UNK0,Q15029
Q8N5C8,P61201
Q13263,P22061
Q6PD62,P25788
Q16880,Q8N302
Q9HCE1,Q6UX04
P78406,Q9Y2D8
Q9Y3X0,Q8N3Y1
O00212,Q9Y3X0
Q96Q42,Q9NR46
P78318,P78317
Q86YT6,Q08379
Q64LD2,Q86Y82
Q8N684,Q13009
O14908,P04792
P56545,Q9P1A2
Q9NZN9,Q8TF74
Q9UEU0,Q9C005
Q9H0L4,Q14258
O14544,Q96ST3
O95140,Q9BYE7
P48023,Q2M329
Q96T60,Q15758
Q9UNF0,Q9H000
P43243,Q9Y6M1
Q9NVS9,O75896
P36776,Q13835
Q9UQE7,Q9BYD3
P42773,P42858
Q9Y2Z4,Q9UPN3
O43379,Q14596
Q676U5,Q96ST3
P46778,O94913
P07910,P84098
Q8IWU2,P08962
Q9Y4H2,O15013
Q9H267,P02545
O43166,O60759
Q14008,Q9NQT8
P11177,O75410
P51572,Q15147
P06576,Q13310
Q06587,Q14457
O15212,Q8TES7
P52732,Q96KQ4
Q92574,P09496
Q9P0K7,O95347
Q9NY59,O95071
Q05086,Q5JTH9
Q9NRI5,Q63ZY3
Q86VM9,Q96PM5
Q8WTS1,Q15058
P60033,Q8TEW0
Q9Y6M9,P30273
Q14966,Q02833
P62995,P35222
Q9Y375,Q9BXG8
Q9H4I3,Q9H568
Q14318,Q14980
P31937,Q5T7V8
Q52M75,P31943
Q15291,Q5T7N2
Q9UPQ7,Q96CW1
Q96T76,P61289
Q9Y2T2,Q8WVB6
P61966,Q14254
P19838,Q6ZNL6
Q9NQ66,O60341
Q14999,Q9BXW9
P34897,Q92878
Q9H967,O94988
Q9BT92,Q99747
Q8N8S7,Q8TAD8
O75665,O15269
Q13315,O43390
Q14318,Q4G0J3
P25054,Q9Y6K8
Q13242,P55072
Q15831,Q05397
Q6IQ23,O94927
P52306,Q93034
Q99640,Q9HCD6
Q92636,Q15772
Q8N6T3,Q7Z2W4
Q66GS9,Q9NRL3
Q13228,Q8NFZ5
P62913,P09972
Q8IW41,Q14008
O14920,Q96T76
Q13112,P38606
Q15029,Q86TS9
Q14527,Q13724
Q9GZM8,P14866
Q8TB24,Q8WVD3
P25786,P60033
P48023,Q676U5
O14965,Q9H0K1
O95208,Q99615
Q7Z2W4,O60496
Q9UQ80,Q504Q3
Q9HCU5,Q02410
Q9UGI0,Q6IQ23
Q9BYZ6,P50402
Q9BZL4,P62873
P25787,Q9BST9
P09874,Q53EZ4
P61966,Q8IXM3
Q13438,Q2M329
O75052,O15155
Q5T447,O14757
O14617,Q9P2Y5
Q9UBF6,Q15058
Q13191,Q15029
P78362,Q13137
Q9BVQ7,Q69YN4
Q5S007,Q96MT8
Q7KZ85,P12956
Q9BVC4,O43347
P53367,O75694
O15143,Q69YN4
Q9BVG8,P24928
Q6UVJ0,P49761
P56962,Q7Z5K2
Q6WKZ4,Q9NSV4
P43405,Q9NVF7
P09874,Q7Z434
Q8N137,Q14690
Q53LP3,Q99683
Q13526,Q9Y297
Q15311,Q01844
Q8NC42,Q9NVF7
O15357,Q8IWE4
Q8N0S2,Q9H4M7
O43283,Q9H3P7
Q9Y4C8,P33316
Q5HYK7,Q8NFZ5
O43663,Q9Y6K9
O60496,Q14690
Q14643,Q9BVG8
Q8N3P4,P62873
Q9H6T3,Q14CB8
P30291,Q86UK5
Q9BYG3,P33992
O95376,P43307
Q00610,O00231
O14578,Q03001
Q15291,Q9NQB0
Q8WWB3,Q99417
O95816,O60906
Q96QC0,P49418
Q9BY77,Q9UBN7
Q96T49,Q8TD31
Q9H9B1,Q86VM9
Q9Y512,P04629
P55072,Q5H9F3
P61587,Q9Y6H1
P61964,Q9NYZ3
P42704,P62826
Q9UGK3,Q16513
Q8IXM3,O75528
Q92769,Q9P0P0
Q02241,P52298
Q8TEX9,Q99759
P07196,Q12965
Q9H270,P02766
Q8NI36,Q96EP0
Q6N021,P25054
Q9H7D0,Q9BWF3
P06576,Q9BRK4
Q96LB3,Q9Y6H1
Q13084,P98175
Q16774,P53367
O14974,Q9BYW2
O96017,P38432
O43390,Q14643
O00471,Q8N6Y0
P51991,P23508
Q13322,Q9Y2L1
Q8N122,Q96AX1
Q96T76,Q86Y07
O00268,Q16560
O43752,Q9P0L0
Q14789,P13639
P49821,Q86X27
P14866,Q9BYM8
P38606,P04792
P25788,P51957
Q13769,Q13352
Q9BQD3,Q96AC1
Q9Y5B0,P26368
Q96H55,O75069
Q86U42,Q96AX1
O95817,Q9NSC5
Q5T4F4,Q9BXM7
O95816,Q7Z7L1
Q969X5,Q9BT92
P49591,Q8N7C3
O14578,P29597
O00237,Q92882
Q13075,O14578
Q92667,O75146
Q13724,Q504Q3
Q13112,P60228
Q8NFC6,Q96MA1
Q9H3P7,O95613
Q9HCS7,O95835
O43752,O60573
Q01105,P08574
Q16671,Q9NNW5
P02549,Q9NZZ3
P40763,Q99871
O75385,O43684
Q9BQG0,Q9UJX2
Q5VU43,Q9Y613
P35249,Q96MY7
O43482,Q6ZMU5
Q9H2G9,Q14258
Q9BTE6,P05455
P26368,Q9H0E2
P34947,Q8NHQ8
Q9UGJ1,Q9Y575
Q9UMS4,P78317
Q9NQZ6,Q96EA4
Q9UNY4,Q676U5
Q13616,Q8WUA4
O75400,Q8N6Y0
Q9Y4Y9,Q5T8D3
O75815,Q03468
O00459,Q8N6K7
Q9BXM7,P61201
P19174,O95071
P01375,P49590
Q92918,P62318
Q92900,Q9Y577
Q9H081,Q9BZF1
Q96DX4,P43243
Q14676,P07949
P62318,Q9BWH6
Q9H0A0,P35527
Q9BV68,Q13418
P35638,Q9BQA1
O60826,Q9Y6D6
Q15058,O75496
O15530,P55196
O75494,P42704
Q8IY63,Q8TBB1
P49815,O95235
Q00613,Q01081
Q14974,O95816
P06753,Q8N5U6
O75477,P00558
P22314,Q9Y3T9
Q9UHD2,O00408
Q9BVS4,O95782
Q96DX7,Q9GZT3
Q9H967,Q13873
O43818,Q15287
Q12986,Q5T1M5
P34897,Q96QZ7
Q9Y572,P55735
Q9UBB6,P07948
Q92545,O95872
O14745,Q7Z4S6
Q07889,Q13618
Q9Y4Z0,P24928
P43034,Q07065
P20929,Q15029
Q05655,O95817
Q63ZY3,Q9ULZ2
Q9ULI4,P31948
Q13084,Q32NC0
Q92615,P61587
Q495M9,O60573
P31483,Q9BSD7
Q9UPV0,Q7Z434
Q69YN4,Q96JB5
O43310,Q13137
P29597,P50402
Q07065,Q96KP6
Q13009,O95816
P46778,Q9H992
Q13064,O43663
P12956,Q9NRD5
Q9UPQ7,O95376
P10153,Q8NI36
Q9H3P7,Q6PKG0
P49815,P46108
Q9BW66,O75962
Q4VCS5,Q9Y575
O75410,Q9Y5Q9
Q9H5K3,Q02241
Q7Z7L1,Q9NYY3
P08621,P55072
Q92878,Q3SY00
O00459,O60496
Q96AC1,Q3KP44
Q9UQ80,Q9NRI5
Q9NQB0,P78332
O14645,O14641
Q14203,P60174
Q9H0A0,O96033
Q00613,Q9Y6K9
Q9BVK6,Q9UQB8
Q66GS9,O43663
O95782,O60504
Q5VT25,Q96S44
P07910,Q8IZT6
P53805,P27708
P30085,P62316
P57740,O60861
Q96RL7,Q9UGI0
P19525,P35222
Q9UM54,Q13310
Q7L311,O15294
Q86U90,Q7Z2W4
P13693,P58546
P08621,Q9NR46
Q92759,Q9H0E2
Q9UPQ4,Q66GS9
Q9Y375,Q96ST3
Q69YN4,Q969G3
Q8IXZ2,P14866
O75934,Q14315
Q92597,P46940
Q86XP1,O60573
Q68CZ6,O15049
Q8TDB6,Q15007
Q2TAL5,Q6UXN9
Q9HCE1,O75400
Q13216,Q9BZB8
O75175,Q5VSY0
Q15029,O00443
Q96SN8,P51991
Q76FK4,Q13618
Q7LC44,Q9NQB0
Q8NE31,Q9Y5B9
Q13515,O14974
Q9Y4B4,P02766
O43402,O75901
Q9H000,Q13418
Q9NQZ6,Q9UGB7
Q68CZ1,Q96JB5
Q9P270,P62258
Q99623,P57075
Q9NW64,P42858
P49591,Q7Z2W9
Q99471,Q709F0
Q7LGA3,Q9NPJ6
Q9BYZ2,Q9NV58
P48023,Q13148
Q7Z434,Q13084
Q9BYB0,O60716
Q9UKE5,Q8NHG8
P08621,Q53EL6
P78527,P50995
O15155,O15294
Q8TBA6,P62995
Q14289,Q8NFZ5
Q9BYG3,Q15669
O00763,Q6P3W7
Q9UBC2,P25786
Q14152,Q10567
O43586,O15042
O94901,Q9NP31
Q9NZQ3,O95235
P31948,Q13228
Q9Y252,Q07666
P61916,Q08379
Q13620,Q9ULC3
O95816,O95155
Q9BY44,Q86U70
Q9Y3M2,Q6IA86
Q96QT4,O15018
Q13616,Q96DR7
Q13114,P46821
O43818,Q92667
Q86Z20,Q99996
O15155,Q01081
P21127,P42338
Q00610,Q8WVD3
Q8WWF5,Q8NI27
Q92925,Q13616
Q9BQ67,O15016
Q6XUX3,Q8TAP6
Q14980,O43303
Q86XR8,Q86TS9
O14512,O94992
Q86UR1,Q08379
Q96KS9,Q00987
Q13228,Q9UK73
O14828,O15226
Q96RU3,P52757
Q9Y250,Q8NFZ5
P49756,P07948
Q14152,O60437
Q9BRK4,Q96T76
Q08378,Q13042
P29597,Q8WUY9
Q9Y2V7,P53621
P61978,P49257
Q14258,O60573
O14578,Q8TC92
Q99570,Q9NV66
P41743,O14974
Q15751,Q96H55
P27708,Q14966
Q92574,Q9BSJ8
Q13263,Q9BY77
Q8NHV4,Q02241
O75069,Q9H078
Q15645,Q9Y3C5
Q9BX63,Q13490
Q3SY00,Q76FK4
Q86XL3,Q96E11
Q5T2W1,Q13148
Q9GZR2,O95661
Q96G01,Q8IZL8
Q9Y228,P01375
Q9BVN2,Q14669
Q9H3R5,P54257
O00257,P49675
P49321,O43303
Q16560,Q2NKX8
O75815,Q9C0B0
Q92574,Q9BPX5
P51159,Q9Y5W7
P56537,Q969V4
Q8TCG2,P62753
Q9NZN4,Q9Y2D8
O43795,Q9UJC3
Q38SD2,Q96DX7
Q6P2Q9,Q9NPE2
Q6XZF7,Q14671
Q13620,O75674
Q14980,Q5T5Y3
Q13873,P52594
Q9Y383,Q92614
Q86SG2,Q15393
Q6ZNL6,P78317
Q9UGI0,Q12996
Q8IYE1,Q8NEY1
Q9BWU1,Q8WV44
Q13310,Q9H270
P42704,P04792
Q9NWX5,Q5HYK7
P49840,Q14315
Q8NC42,Q8IU81
O00221,Q9BTT4
Q10567,O43896
O43683,P62995
O95721,Q9Y4W6
Q96K80,P10636
Q86VM9,P07948
P57081,Q7Z736
Q08999,P57075
Q13901,P42566
Q13017,O43739
O94972,Q15006
Q86UY6,Q96T52
Q15831,Q2M3D2
Q13618,O75410
O75935,P53803
Q9Y5U2,Q9Y5M8
Q9BW66,P49790
O14964,O00444
Q9H8V3,Q15276
Q12873,Q9BTX7
P17980,P13693
Q9UMS4,Q9BX97
Q15058,Q7Z434
Q96QR1,Q13084
Q96CV9,Q969H0
P20290,A6NC98
Q03518,Q5S007
Q15287,P07948
P27708,Q99959
P51116,O43353
Q92769,Q5VWJ9
Q969U6,O75157
Q96AJ9,Q6ZNJ1
Q9NQG5,Q69YN4
Q8TAP6,Q15139
Q8WU20,Q9H4M7
Q12955,Q9NS91
Q15653,Q05397
Q9ULL1,P56537
Q6ZNL6,Q8NCE2
Q7RTS9,Q9BTT4
Q86TM6,P27708
O95235,O14965
Q9BW66,P62753
P25054,Q9NRI5
P19838,Q9BRS2
P49790,P42858
Q96RR1,O94989
P30622,Q86UY6
Q8IV01,Q86XT4
Q96EZ8,Q13137
Q9H1P6,P17152
Q9NUW8,Q5JR59
Q8IWF9,Q8TEW0
Q9UPA5,Q9UM54
Q13625,P06213
Q9UM82,Q9BTT4
P20963,P55010
P35568,Q93034
Q02241,Q9Y6H1
Q16864,Q9Y4D1
Q9Y2V7,Q9GZS1
Q9Y6K9,Q12797
Q9UBK2,Q9BZF1
P12757,P61962
P82094,Q9BWU0
P62310,O95858
Q9UK99,O75083
Q5JWF2,Q13011
Q05397,Q13501
P51957,Q13011
Q8WXW3,P30273
P16435,O14544
Q9NSC5,Q96B97
Q14152,A6NC98
P30273,Q5T7N2
P25098,O15287
P62191,Q13190
P06753,P56545
P21359,Q27J81
P46934,O75533
P07476,Q14677
Q9H6I2,Q13137
Q00597,P37198
P34897,Q96S55
P20618,Q15050
P14373,P78317
P04264,Q9UL46
O14544,Q13523
Q15050,Q13901
Q9Y4C8,O43353
P00558,Q92567
Q99550,P61221
Q9H4M7,O60759
Q9P2R3,Q9H081
P28370,Q15417
Q14315,P07948
Q9H2D6,Q00341
Q9H4M7,Q7Z6J0
P04792,O43166
Q13596,P40763
P61011,P25786
Q13137,Q3KP44
P06576,Q8TBK6
P22061,Q9H000
O00203,Q9NPG2
P20290,Q13610
Q9ULD2,Q86TB9
Q9BYN8,Q8WWM7
Q9H6Y5,Q676U5
Q96NT1,P07948
Q8NDD1,Q8IUG5
Q13620,Q96NS5
Q96B97,Q9H9E3
Q9NX20,Q86VQ0
Q01844,Q9Y4E6
Q13616,P42858
Q7Z403,Q8NHQ8
Q9HAQ2,Q86YV0
Q14457,Q8WU76
Q69YN4,Q8N6H7
P53350,Q8NFU7
Q5H9F3,O75815
Q9Y2D8,P30084
Q969U6,O94874
O76041,P49720
Q6PI77,Q8NG11
Q92597,P04792
Q13617,Q9BYF1
Q8N3E9,Q96IZ5
Q13772,Q9NRI5
Q9BX63,P07948
Q13418,Q9HC77
Q9H0X6,Q14152
Q9UL54,A5YKK6
P62318,A0FGR8
Q9UII2,P04629
P42704,Q10567
Q9Y3C5,Q99700
Q8NE71,O43172
P04629,P49840
Q9BXM7,O95721
Q07157,P08708
Q8NFZ5,Q07889
P10636,Q12929
O43683,P07686
Q96CS2,Q00653
Q9UJT2,Q99700
Q9Y3D9,Q8WXE1
A5YKK6,P46108
P37173,Q00537
O95295,P78527
Q8WXH2,P52272
P61218,Q9Y3D9
P60468,P35222
A6NC98,Q12774
Q9BXM7,P08621
Q04323,Q6PKG0
Q5TCY1,Q15149
Q14258,Q9UJC3
O95232,P57105
Q14004,P49756
Q99623,Q8NA72
P26368,O60504
O95900,P52594
P42694,P60033
P62306,Q13084
Q92783,Q9H9L3
O75925,P31943
P11177,P33992
Q9BY78,Q8TAK5
Q9NPG2,P61964
Q9NZZ3,Q6ZS81
P78318,O96008
P35573,Q13233
P35568,O75530
Q86UY6,Q05519
Q13435,Q96EP0
P05783,O14818
Q9HCE1,O75530
P33993,Q9NNW5
P41743,Q9GZT3
Q7Z6E9,P50570
O14654,Q969X5
Q14596,Q8NFZ5
Q92945,P25205
Q86TS9,P28324
Q9GZS1,Q00987
Q9Y2D8,Q96LZ7
Q9ULD2,P55072
Q8N488,Q9BXJ9
Q5HYK7,Q9BVG8
Q13617,P53621
P10636,Q92911
Q16513,Q9H0W8
Q8TAT6,Q9UPA5
Q4G0J3,P55735
O95900,Q9Y2U8
Q9UNY4,Q9HB07
P06733,Q7L0Q8
Q3KQU3,O95295
Q15075,P41247
Q5JRX3,P51957
Q14849,Q9NZJ0
Q96CV9,Q9UJX5
Q9NYB9,P51654
Q53EZ4,O43684
Q8TCY5,P51957
Q6ZW31,Q9Y297
Q9NPE2,Q8TBK6
Q06546,Q9Y2L1
Q9UII4,P57078
Q494U1,Q15653
P42858,P50613
P26368,O76031
Q9UNE7,P34897
Q12965,Q9Y5M8
Q13515,Q66K74
P51159,Q8N9I9
Q14684,Q6W2J9
P17948,Q01804
P14866,Q8N137
Q8TEB1,Q15058
Q92575,O75554
O95447,Q9NWS6
Q9BXG8,P46199
Q5SW79,A6NC98
Q5S007,Q86VM9
P11362,Q9UDW3
Q9NWU5,Q86TG7
Q9Y4B4,P07910
O60437,Q96MA1
P02549,O95159
Q5VZB9,Q14511
P47974,O96008
P30154,P51957
Q9HCS7,P37173
Q15628,Q13216
O95235,Q96EV2
O95295,Q66GS9
Q8N6Y0,Q9NS87
Q9BYZ6,P51149
Q13263,Q13625
Q9NUG6,Q96PK6
O60337,Q16666
O43896,P49590
P53350,Q1L5Z9
Q96LS8,Q9Y383
P08559,Q13620
Q9BVG8,Q9H074
Q6I9Y2,P07196
Q9BYF1,O75665
Q02040,Q96T60
O60716,Q92574
Q8TBA6,Q15058
Q13625,P31943
Q01081,Q9HCJ3
Q8TB24,P18206
P09012,P46108
Q9H4M7,O15016
Q9NTJ3,Q92597
P51116,Q9ULR0
Q9UPU9,Q9BZR9
Q9BZF9,Q5VU43
Q13263,O95721
Q9UMS4,Q9UJ41
Q92538,Q9UJW9
O75182,O75477
Q8WTW4,Q9NSI6
Q96ST8,Q9HCE1
Q15058,Q16864
Q13190,Q14680
Q5TCQ9,Q8WZA2
Q9Y4R8,Q96CS2
Q9P1Z2,P09874
O95758,Q96GG9
Q5C9Z4,P42858
Q8WXK1,Q13148
Q13825,Q92834
O00461,O14979
O00763,P06733
Q16543,Q96LU5
Q9UDY6,P58546
Q9Y3L3,Q6PD62
P61289,P52429
O14617,Q9P2R3
Q9H6D7,Q00613
O43678,Q86V86
P55072,Q96PU5
Q9BVG8,O43482
Q5T197,Q9H2W6
Q15139,Q9UBQ5
Q9Y2A7,Q9BT78
Q9BTW9,Q13042
Q13200,Q9Y4X5
Q709F0,Q9H8V3
O00560,P28072
Q14318,O94925
P12004,Q9Y6N9
Q9P246,P46937
Q9NRI5,Q9Y2D8
P07196,Q9Y272
Q16513,O43399
Q13823,Q14203
Q9HCN4,P13569
Q8IZT6,P52735
Q8WUM0,O75477
Q8NDV7,P05387
Q9HD26,Q9H6T3
Q9Y4W6,Q05086
P62306,P11801
Q96CW1,Q9Y5M8
Q86V81,Q5TC12
Q13042,P31948
O95249,Q5W5X9
P98175,O60895
A4D1E9,Q6IA86
Q7Z419,P04629
Q8N3E9,Q8TBB1
Q9H204,P08621
Q9BT17,Q9H0E2
Q7Z7B0,Q9BY77
Q9BYN8,Q8TES7
P38432,Q5VWQ8
Q8TBF8,Q86V81
P42858,Q13769
P11532,Q8N6Y0
Q15669,Q12802
Q68CZ2,Q9NRD5
P17980,O94972
Q9NV66,Q96EP5
P78317,Q8TDY2
P21579,Q8IY18
Q92900,P36542
Q9NW13,Q9UN86
Q69YN4,Q00059
P49821,Q92466
O43252,P33993
Q06203,P47756
P31943,Q9UBK7
Q86VM9,Q03113
Q9Y5U2,P46934
Q92614,Q9BY77
O00203,Q13618
Q8N5D0,P14373
Q9UII4,O43283
O94868,Q9NWT1
P49721,Q9P2E9
Q05086,P50542
Q8TEX9,Q96PK6
O96008,Q8TDR0
O95758,O43818
O95661,P09874
O15016,Q9Y6G9
Q69YN4,Q9BVS4
Q9UKK3,O95163
P11182,Q99728
Q86UU1,O75530
Q9Y6M1,Q9BRK4
Q96SB8,P13569
Q96QZ7,O75208
Q13263,Q9UN79
Q9BV68,Q6KC79
P13569,Q6P2Q9
Q00534,Q6ZN54
Q86UY6,Q96GG9
Q9NXC5,Q96D59
P51957,Q14318
Q02156,Q16186
Q5T8D3,Q9UNM6
Q96L15,Q9NQW6
P35658,Q9UKA4
P33316,Q02241
Q9UKA4,P57740
Q9Y3A4,Q9P2S5
P48436,P49454
P06400,O94925
Q86VM9,P30154
O60293,Q9Y6Q5
Q8TCJ0,Q00987
P05129,P55196
O94827,Q5VIR6
Q96QF0,Q9NVD7
P06576,P61978
Q96T58,P09874
A8MTZ0,P52735
Q8IZ69,Q15029
O00212,Q9Y2T2
P40763,P25788
P12956,P49792
Q9ULD6,Q9ULU8
Q6AI12,Q96BY6
O60337,O95487
Q92878,Q9UJT2
Q9UM13,Q8ND30
Q13535,Q07666
P08559,Q96DB5
P62873,Q9UI36
Q9NYY8,O76064
P48047,Q15773
P36894,P22061
Q06546,O00560
Q9H2G9,O15530
P25788,P46937
Q14596,P55884
P49914,Q8WYQ5
Q99471,Q8TEW0
Q15287,Q08999
O43508,P60033
Q9UHX1,P68400
Q8N3E9,Q08379
P31943,P12956
O94763,Q9Y3Z3
Q9Y6E0,P20963
O95714,Q96QB1
P20936,P15056
Q9BQ52,Q92900
P09874,O60313
P10721,Q8N122
Q8WXW3,Q8TEW8
Q5VZM2,Q69YN4
Q9BVA0,P12956
Q69YN4,O43463
P22314,Q9UHX1
Q99471,Q8WVV9
O60293,Q96T76
Q9H8V3,Q9NV31
Q8NFZ5,Q9BWG6
O15550,Q15287
Q9BT17,Q9BSC4
P35606,P62753
Q16666,Q8WYQ5
P47756,Q13191
P53804,Q6ZMZ3
Q9HCE1,Q9UPQ7
P62314,Q13515
Q9BQG0,P49959
Q9H4M7,P50542
Q5XPI4,P25786
Q9NVN8,O43166
Q8N6S5,P04792
Q8NDC0,Q00610
Q9NPG2,Q96RQ1
Q14980,P48681
O75554,O75558
Q12849,Q9HCC0
O15213,Q69YN4
Q15669,P46108
Q9UNE7,Q9H270
O14544,Q13618
P18615,O95816
P09012,Q9Y2D8
Q8IXI2,Q13617
O75616,Q15643
O43933,Q13137
Q9H9H4,Q9GZY8
Q92541,Q9ULH0
Q14684,P40939
P49406,P53779
Q2KHN1,Q15650
P02652,P36406
Q8WZ74,Q7Z2X4
Q9NUG6,Q6WCQ1
Q15154,Q5XPI4
Q86W54,O14578
P37173,Q03001
Q8NAA4,P36542
Q13163,P14866
Q9UNY4,O14654
Q6VAB6,P40763
Q9HAD4,Q14676
O15381,Q709C8
Q0JRZ9,Q9BYN8
Q9BVC6,O15151
Q01804,P56945
Q96T60,Q96A33
Q08945,Q9UGI0
O95858,Q92667
Q8WTP8,P62258
P52306,P19338
P50548,Q9NYP9
Q9UBP0,Q14498
P14373,Q6VAB6
Q07065,Q9H267
Q9P258,Q8TCG2
Q02790,Q14318
Q9BXU1,O95817
P12757,Q14847
Q16186,Q9BST9
P05783,Q13616
O95872,O14578
Q13233,Q9Y2V7
P49736,Q9UJX2
Q9NRI5,Q9NQW6
Q9BXJ9,P09874
Q9Y484,Q96GF1
O94874,Q9Y620
O60869,Q53EZ4
Q92804,Q8N4C6
Q9BT17,Q9Y4H2
O94874,P48023
Q07912,Q86UE8
Q8IWC1,P07948
P51957,P42566
Q5S007,Q16082
Q13501,Q01484
Q15058,Q9P2L0
P43307,Q9P2R7
Q03518,P10636
P00558,P35240
Q13620,Q96RP9
Q9NZ52,Q8TE76
Q9Y5X1,Q12873
Q504Q3,Q00534
Q14690,Q9BV73
Q13794,Q8IWJ2
Q9Y297,O43175
Q9BSW7,Q96RK0
O15212,P35250
O94988,Q96A37
O15530,Q96PK6
Q96T17,P54819
P49792,P17948
P33993,P12270
Q6ZS30,P52948
Q9BUI4,O95376
O15530,Q15831
O00541,P07919
Q16666,P06213
O96019,Q8WXH2
P52272,Q5S007
P52948,P21579
Q8TAP6,Q14999
Q9NX20,Q69YN4
P09874,O76039
Q9NPJ6,Q96EP0
Q9Y4G6,P41236
P35222,O43353
Q96RT7,Q9UK96
Q5W0Z9,Q92800
Q14258,Q7Z406
Q02241,Q9BSI4
P49756,Q13286
Q8N684,Q92734
P14866,Q9HCM3
Q9UK73,P30622
P13569,O95900
O00233,Q9NQW6
P50402,Q5T1M5
Q8WW24,Q14254
P31948,P31751
Q14974,Q14247
Q05086,Q9NVC6
Q9NRR6,Q9NSV4
Q9BSJ8,Q13620
Q14680,P25705
Q8N3X1,Q96RK0
Q13033,Q9NXC5
Q9GZZ9,Q969X5
Q969U6,Q9BWF3
Q12933,P50402
P19525,Q15058
Q15007,O43752
Q8IUR7,Q9Y210
Q96S44,O14874
P07910,Q9Y223
Q13620,Q9ULH0
Q14511,P06753
Q9BSW2,Q9HAU0
P46934,O75570
O43236,Q9NRA8
O00217,O00257
O95835,P62314
Q99490,Q8TAM2
Q8N5M1,Q70E73
Q00613,Q14151
O95232,P61964
O15226,Q9UPN9
P68400,Q13535
Q969S8,Q9H4B6
O14526,Q8N960
Q96G01,O43765
Q86YT6,P20042
Q9Y3F4,Q9NVR5
O00408,Q08170
O95817,O15020
O60610,Q8TBK6
Q969K3,P30085
Q7Z434,Q9HCJ0
Q99549,P62258
Q96G01,O95816
Q6IC83,P46108
Q14204,P41743
O00541,P61964
P62314,Q96RU3
A6NHR9,Q15061
Q92543,Q01804
Q9Y3T9,Q8NFZ5
O00322,Q14151
Q9HCJ0,P04792
Q9UJV3,Q494U1
Q9UJX3,Q8IXZ2
Q9ULH1,Q9H4M7
Q9UJY4,P61421
Q969X5,Q8TB24
Q8TEB1,P53367
Q13613,P50897
Q00987,Q8TF42
O75496,Q03113
P42694,Q02833
Q96CV9,Q9UGY1
Q9Y6H3,Q16186
Q13439,P13569
Q13469,P14866
O14939,Q12797
P51970,P07948
Q8N137,O75528
Q86UL8,Q9UBC2
Q9HBD1,Q04323
P46199,P61289
Q13049,Q96CW5
O60637,P26368
P24928,Q8WXH2
Q92624,Q53T94
Q9NR56,Q16576
Q69YN4,Q9HAD4
Q9H0B6,Q9UM54
Q71RC2,Q13064
Q8WVV9,Q9HCE1
P35249,Q14254
O95229,Q5S007
P55072,P21860
Q9HCD5,Q8IZL9
P11177,Q15029
P78362,Q8WVD3
Q5T8D3,Q9BSJ2
O15550,Q9P2B4
Q13618,Q12873
P00558,Q9H3S7
Q53EZ4,P26368
P57078,Q6UXN9
Q9UQL6,Q495C1
Q5TCZ1,Q9UBT7
Q6ZWJ1,P57078
Q9Y4J8,O43172
Q86XR8,Q9UHF0
Q10567,P60033
O75494,O96008
P10515,Q6ZW49
Q9Y4D1,P07332
Q8N3Y1,Q9Y2Z4
Q9ULH0,P16435
Q8NC42,P34947
P62191,Q13098
Q00059,P20042
P56537,P52209
O00189,Q9Y2J4
Q15058,P54819
O15294,Q69YN4
P42566,P05783
Q66K74,Q9Y6K9
P55010,Q13613
P38398,O75179
Q969G3,P50613
P42229,P54819
Q92614,P08621
Q14498,Q5XPI4
Q96PK6,P22061
Q9H8Y8,P78362
P35222,Q9NZQ3
Q9NNW5,O75400
O95816,Q9UKV3
P51955,Q86SQ0
Q9H0H5,Q6P2H3
Q8WXE9,Q07666
Q13546,Q9H0A0
Q9H6T3,Q13620
A6NEM1,P61962
Q6PJI9,Q13310
O75027,Q99747
Q9H8V3,Q86VQ0
P43307,P38606
Q9P1Y5,Q14676
P04792,Q6XZF7
Q8N3L3,Q96CN9
Q8TEW0,Q9NP31
Q12797,Q92769
P62258,Q13023
Q99728,Q00987
Q12965,O43639
Q96EV8,Q86US8
Q9UHX1,Q9Y4X5
P02768,Q14498
Q96CW5,Q03518
Q9Y250,P07948
P58340,P13639
Q9UBN7,P42566
Q12955,Q13418
P49792,P36957
P42773,O60293
