Protein1,Protein2
Q9UG63,Q15029
Q86XK2,P47974
Q8WUA2,P02545
Q53HC0,Q15154
Q16513,P37173
Q96EZ8,Q15291
O00161,O43752
Q969H0,Q14152
P14866,Q9H4M7
Q92974,Q9BV73
P58107,O75694
O43660,P78317
O95613,Q8NB25
P62316,Q14498
P08708,O94874
Q14318,P42345
Q8N9T8,P43405
Q9ULT8,Q9BPX3
Q86UP2,Q969H0
Q9NQL9,P61421
O14681,Q9H5K3
Q14444,O14641
P83436,Q86VP1
Q96CS2,Q8IY31
Q709F0,Q86XL3
P40939,O15530
Q96RY7,Q8N465
O43795,O94972
P12956,P60033
P36639,P04792
Q86SQ0,Q6ZU80
Q5SQN1,P07948
P11362,Q13671
Q9Y5M8,Q96AJ1
Q9HCJ0,Q6P2H3
Q9UHQ1,O95758
P12004,Q6PGP7
Q13148,Q969K4
P02768,Q00987
O75449,Q9NQP4
O95232,Q4G0J3
Q9Y605,Q96AJ1
Q8N7C3,Q9UM54
P32019,O95235
Q9BRX9,Q15154
Q8IWB7,Q9P219
Q6P9F0,Q15149
O95429,Q96GG9
P12004,Q8NFZ5
Q9UII4,P49755
P49736,P25205
Q9NRA8,P41743
Q6PML9,Q9NRC1
Q5M775,Q9BSM1
P62318,Q13618
P25788,P23508
O00541,Q4G0J3
Q8NEN9,Q9NRC1
Q07864,Q9BZV1
Q9Y230,P19838
O75449,O15294
O14893,Q8N3E9
O95163,P03950
O43809,Q8NFZ5
Q92878,P43243
Q13724,Q8N488
O75334,Q5XPI4
Q13310,Q13616
P17480,Q92838
P62314,P31483
Q8WZ74,Q9UKG1
Q9H9L4,Q96EZ8
Q9BYD3,Q15058
Q92974,Q9ULT8
Q92973,Q96EA4
O95487,Q69YN4
P20936,O60496
Q9UHD2,Q9Y4K3
Q9NWB7,Q6UWJ1
Q15758,Q9Y4W6
P25788,Q13616
Q8NFH8,Q9UM54
O75970,Q9HB19
Q96AX1,Q9UPQ4
Q9NZN4,O00212
Q8WVB6,Q9H4M7
O15269,Q58EX7
O60313,P20290
Q8WZA0,Q86UY6
Q13439,Q9UKE5
Q9NW13,Q99558
Q8WVM8,P83436
Q92503,P31943
Q9NQS7,Q7Z7L1
P53621,O75694
Q9NSE4,O43379
Q16543,P51957
Q96IZ0,Q9Y5B0
O14964,A1L4K1
Q5U5X0,Q9BYN8
P52735,Q14258
Q9H2G9,Q01844
Q9Y4R8,Q9H4M7
A7KAX9,Q13501
Q9NZJ0,Q9BT78
P52306,P62258
P29597,P50570
Q14980,Q9HCE7
P60900,O94874
Q96KQ4,Q9UDY2
Q9BUI4,Q04323
Q969X5,P14866
Q9HC77,Q4VCS5
O14832,O00116
O75533,Q96DI7
Q96M89,Q9BXG8
Q9UJ41,Q96PX6
Q4LEZ3,Q13190
Q14008,Q7Z460
Q9Y3A4,Q9BVP2
Q9GZS3,P28328
Q9Y6K9,Q9NQW6
Q9UPV0,Q8N1A0
P79522,P09012
P09874,P54252
Q9P2E9,Q6IQ23
P62995,Q14498
P13639,Q13618
Q9UBE0,Q969H0
Q3B820,P23508
P63272,Q01844
O00203,Q9UBC1
P25205,Q86UE8
Q8IYB1,Q12846
Q4G0J3,O14965
Q96HA7,Q9UJY1
Q8NBT2,Q9H081
Q9BSJ8,P20963
P35573,Q8WXK1
Q3B820,Q6PI77
Q68CZ6,Q15393
Q9UMS4,Q9HBD1
Q3SY00,O95447
P15924,P54252
P47756,O75175
Q96PU5,Q9BYP7
P52815,Q4G0J3
O14964,Q9ULV5
Q6PJ21,P49757
Q96PK6,O60333
Q9H0E2,Q9NWB1
P06753,Q9P0P0
O14907,P35222
P62753,Q69YN4
Q9H2G9,Q8IXJ9
Q99973,Q9UL15
Q9NXC5,Q5T011
P23588,Q14847
Q9H6Z4,Q15637
O75674,P23497
Q13242,Q02241
Q16659,Q8N2I9
P48023,Q9Y5X1
Q9H672,Q96JN2
O00203,Q13627
Q9H115,Q9NVR5
A5YKK6,Q9NQU5
P23588,Q9UM73
Q5TC12,P42704
P02549,O15020
O60684,Q14669
Q9Y2W6,Q14CB8
Q6WCQ1,Q5S007
O43818,Q15058
P49748,P49736
P05387,O95235
O75175,Q9H4M7
P48047,P13569
Q8WUA4,O95714
O60244,Q96PU8
P42858,P12956
Q9Y5J1,Q14684
Q9NTJ3,Q93074
Q96DC8,P27144
Q53EZ4,P50570
P26378,P84098
O95415,P26572
Q9ULT0,Q01844
Q9UMS4,O15294
Q96PK6,Q12986
Q96I25,Q9H0E2
P30679,Q99614
Q6RW13,Q14142
Q9NRI5,O00237
Q13347,Q96RK0
Q86UP2,Q00987
Q9UKN8,P08621
Q9Y295,Q92667
P62873,P11362
O43818,Q14999
Q8N5M1,P14324
P49792,Q9UBT2
Q86XR8,Q15276
O75146,Q86VM9
P49757,Q9BYF1
Q9UMS4,Q01081
Q8NB16,Q9NS91
Q8N5F7,Q96JN8
O15417,Q92838
Q8NDI1,Q86UY6
Q99961,P35240
P06576,Q8WWX0
Q9Y230,P20290
Q86V81,O94992
Q9ULW0,O14578
O15143,O14578
Q15393,O75486
Q9H9B1,Q9Y6F7
O00560,P14373
P41743,Q9H4M7
Q9H814,Q13618
O60333,Q96MF7
Q14974,O43663
P13995,Q9Y6F1
P63211,Q9Y6K9
Q00534,Q05519
Q92817,Q9BXM7
Q58EX7,Q9H7D0
Q15276,Q9HCE7
P78362,P18615
Q9NX20,Q6XE24
Q9H6E5,Q13526
P55010,Q96AC1
O75694,Q69YN4
Q9UNE7,P46937
Q8IY63,Q0D2I5
O14733,Q13387
P11182,P35240
O00257,Q9NV06
Q9H892,P14866
P24928,Q13617
Q9NUQ8,Q92900
P60468,Q15058
Q96F07,Q69YN4
Q9H583,Q7Z628
Q9UPN9,P35249
Q14254,Q9H8V3
Q9UM54,P08559
Q13470,Q9NYZ3
Q86Y82,Q8NC42
P36915,Q86V81
Q8IWJ2,O95714
Q8IUH5,O76041
Q86SE9,Q504Q3
P05187,Q04323
P04843,P38432
P49590,Q9Y2R5
Q8NE71,Q8WX92
Q13596,Q9NPJ6
P02545,P04629
Q8IZT6,Q13438
P11532,Q13425
P12270,P02545
Q15653,Q9NYS0
P11177,P08559
Q8NBU5,Q96K19
Q96JH7,Q9BZV1
Q9BPX3,O43663
P41252,Q9BRS2
Q96QH2,Q9BSM1
P24928,Q8TAD8
Q13546,Q9NQL2
O60306,O14578
Q9BY44,P78317
Q93034,Q7L0Q8
Q5VZ89,O60573
Q14142,Q86Z20
Q9NVW2,O95352
Q9H9H4,Q9H4M7
Q9NWH9,Q3SXY8
Q9BQA1,Q4G0J3
Q14149,P78317
Q14692,Q15058
Q13011,Q15029
Q9Y6Q5,P21860
P35527,Q96CW1
O14657,Q86WN2
Q9NRI5,Q8NHY3
P61962,Q99728
Q9Y263,Q15058
Q9Y6K9,Q15025
O00217,Q96E11
P53621,Q13137
Q15061,Q8TED0
O75494,Q92615
Q92973,Q9UQL6
Q9NRZ9,P62826
O95347,Q86VM9
Q9UHV9,P78318
Q99959,Q9NYZ3
O95900,Q9H074
O95249,O75787
Q96B97,Q9NR46
O75382,P04424
P28288,Q9Y297
Q9H2W6,Q96RP9
P11498,P51149
P78406,Q15154
O95758,Q676U5
Q3SY00,Q96CA5
P22314,Q96N67
Q9UBC2,Q9HCE1
Q06587,Q8N488
Q5VST9,P31943
Q6P2E9,P19525
O95872,Q9C0B1
Q6P2Q9,Q8IWT3
Q9Y3F4,Q7Z6Z7
O75083,P53355
P19174,Q07889
Q15393,Q01844
Q9BYV6,Q9H6S3
P18206,Q9NX18
P23246,O75400
O14757,Q13131
Q07864,Q9Y4X5
Q8NEL9,Q69YN4
P19338,Q9Y3Z3
P62318,P52272
Q5SQN1,O43752
Q9UM82,Q9Y6D9
P62826,O95271
Q99436,Q9UL46
Q13501,P60900
Q14247,Q5T7N2
Q9UQ80,Q8IXJ9
P11498,O43542
P30154,Q66LE6
P61962,Q8N2R8
P02545,Q8N488
Q9UHB9,Q9BXM7
Q9HCK1,Q9GZS1
P25788,Q9UNM6
Q3MHD2,Q99700
Q496Y0,Q69YN4
O00459,Q07889
Q92900,Q96LK0
Q14498,P56945
P18206,Q6IQ23
P40937,Q15029
Q15363,Q9Y3B3
Q9BSJ2,Q99590
Q9Y3T9,Q96PM5
Q8TBB1,Q8IWZ5
P35606,O14578
P08621,Q02241
O43684,Q15287
O15042,Q16666
P12821,Q9H1A3
Q6RFH5,Q8N465
Q9C037,Q9UPN9
P36776,Q9BSH5
P52272,P43243
P31943,Q5VYK3
O75400,Q1L5Z9
A0PK00,O95858
P61221,P51813
Q86UT5,P13569
P78527,O14578
P51991,Q9H8V3
Q6RW13,Q6NSX1
Q8WXD5,Q9H4M7
Q13049,Q02241
P33992,O95816
Q9Y5B9,P10636
Q8WVM7,Q9BXW9
Q00610,Q9NZN4
O43739,Q9BRX9
P49590,P42704
Q9H115,P21579
P84098,Q9BVP2
O00189,Q9NRI5
Q8N3X1,Q9HCE1
Q92974,Q96T76
Q9UHR4,O00212
P24928,P11308
Q8IWA0,O43818
Q96JZ2,Q9BXM7
Q9H0A0,O95714
O14556,P32929
Q8NDV7,Q9H000
Q9Y580,Q8IWX8
O14976,Q9BZV1
Q96P48,Q14258
Q76L83,O15550
Q9Y383,Q9HBD1
Q8WVV9,Q8IZE3
Q96G25,Q9H204
O43795,P20290
P46940,O60610
Q9HD26,Q96RQ1
P53621,Q15811
P19338,Q9UHF5
O94972,Q01844
P15924,P36507
Q8TF72,Q14258
P35249,Q9H8V3
O75494,Q9HBD1
O14745,Q13131
O60896,Q12988
Q9C0C7,Q8N122
Q13200,O75815
Q5SW79,P13569
P26368,Q6ZRI8
P51116,P19525
Q9Y285,Q13616
Q8NE79,P14866
Q9NX95,Q6PKG0
Q01970,P42338
Q9ULJ1,Q49A88
Q9HCS7,Q92804
Q96PK6,Q96EP0
Q9HBM1,O43683
Q8NDC0,Q9H2G2
O94906,Q02241
Q9NRH2,Q69YN4
P52272,P10636
Q9P0J0,Q9C0I1
Q14258,Q92769
Q13535,Q8IY31
O75533,P62258
Q13315,P52701
Q96A26,Q6VAB6
P21579,Q8WXE9
Q8TC92,Q13352
Q6SZW1,Q8TC44
Q8WV16,Q99627
O75146,O14777
Q14181,O00295
Q9NW13,Q53GL0
Q96LD4,Q9BZR9
O95159,P78317
Q9UNM6,O75832
O43776,Q9NSP4
Q9NWZ3,P62380
Q5VWQ8,P04629
Q8WV44,Q12899
Q96N67,P07948
Q86W54,Q9UJV3
Q9Y4J8,Q96EV8
Q99623,O94874
Q08345,Q16543
P25205,Q6ZNL6
O75914,Q14155
Q8IWA0,O14578
Q9Y383,O15294
Q9NPE2,Q9NQW6
Q13515,O14964
P30566,P58546
Q5JTD0,O95229
Q99797,Q14203
Q92625,Q15653
Q9NRZ9,P57078
O14745,Q5T2W1
Q14997,O15013
Q9NRI5,O75592
O43295,Q9NS91
Q12899,Q9NQW6
P30566,O60308
O14654,Q9BVS4
Q96T37,Q15058
Q10567,O96017
Q8WVV4,Q96PY5
Q15025,Q5BJF6
Q86UW9,Q9NYG5
Q58EX7,Q8N465
O95872,Q9UJV3
P35222,Q13526
Q92734,Q9Y6E0
P52815,P41743
Q9H3Y6,P46934
Q00610,P41279
Q9H2W6,Q9NYY8
O00559,Q96RQ1
Q16531,Q9BYZ6
O60645,Q9H967
Q5VT06,O75665
O95271,P18615
Q9Y2I8,Q96BN2
Q9P219,Q12986
P24928,P55072
Q12959,Q13613
Q96F24,Q9C0F1
P61011,Q02156
Q02218,Q9BT17
P31943,Q9UJC3
P14373,O15294
Q92567,Q15038
P0C1Z6,Q53TQ3
Q9H3U1,Q8TCJ0
Q71F23,P37198
P22061,Q8NF50
Q7L590,Q08379
Q01433,Q9BRK4
P35568,P62258
Q9P2G1,P14866
P35527,O95376
Q9NWU5,Q6P1L8
O14964,O75896
Q14203,O95219
Q6KC79,Q9H4M7
P28288,Q7Z434
O43252,P04629
Q13011,P08559
O75943,Q9GZS0
Q9UBK2,O75925
Q53S58,P61964
Q6P2E9,P61964
Q96RP9,P36776
Q9NX20,P62753
P08708,O43663
O14744,P33992
P06400,Q00597
Q6P3W7,O95661
Q8N4L8,Q6PF05
P41212,Q13469
P09543,O95661
Q8IZ69,Q9BU02
P53803,Q9NVC6
O14818,O43353
O60684,Q8TF76
Q8TBA6,Q9H5K3
Q96BD5,Q9NP66
Q96MT8,Q49A88
Q13617,P53350
Q9BZW7,Q9Y2V7
P20618,O14730
Q969H0,P06733
Q9NQG5,O14578
Q8N0Z3,Q8N960
Q03518,P78317
Q9P1U1,Q504Q3
P00558,O00267
P46459,Q9HC98
Q15751,Q9UJ41
P62826,O00472
Q15154,O95714
P27701,Q15025
Q86XK2,O75530
O76031,Q9H4M7
Q9BRX9,P62304
P19838,P58546
P11310,P40926
P62913,Q9Y3T9
Q9BWG6,Q9UJV3
O15392,O15294
Q12981,Q9BT25
Q9H9H4,O14964
Q8IZ69,O15016
Q14258,P20290
Q9HAQ2,P31943
Q9BXF6,Q9BYF1
P98175,Q9NTZ6
Q8NF91,P04629
Q14008,P04629
Q9H788,O60504
Q9HCU5,Q86UK5
Q66K74,Q9BZV1
Q13616,O14974
P35916,P46934
P49915,P03950
Q9Y572,Q9H171
Q5T5U3,P07948
O43426,O95782
P15924,O75665
P19838,Q13490
Q16560,Q13418
O14492,Q14258
O43678,Q96RP9
Q96D46,Q9NZL4
Q9NTJ3,P23508
P51116,P61964
Q9BRD0,Q16666
Q08170,O60381
Q9BWF3,O95478
Q13084,Q96E11
O94804,Q69YN4
P12956,Q96PU4
Q15154,O94906
P06753,P23508
Q9BYN8,P79522
Q9H4E7,Q7Z5K2
Q92466,Q9UBF6
Q5VV42,Q14142
Q8N7W2,P26368
Q96J88,O95429
Q96M89,Q9H4B6
Q53GS7,P62913
P04843,Q9BRR9
Q96HY7,P08559
Q53HL2,O43663
Q9UKT4,Q96A44
Q96LP2,P48681
Q9HC52,Q9NYL4
Q9HB07,Q03395
Q63HN8,Q5XPI4
O15226,Q96K80
Q96K19,Q96GF1
O15381,Q8IWT3
Q6P3X3,P53355
Q6P2H3,Q15154
O14981,Q96PU4
Q2M3D2,P52815
Q00537,Q9C005
P42229,P31943
P35249,Q96QE3
P55072,Q15058
P09543,Q15029
Q6PKG0,P11801
Q96GN5,O15169
Q5T9A4,Q9GZT6
O43175,Q5T7N2
Q9NX95,Q9NWB7
P45973,Q9Y228
Q9HCN4,Q9BWH6
P30566,Q96KN7
Q8NFH8,Q9Y6I3
Q9H3H9,Q15170
Q8NI36,Q14684
Q8NF91,Q8N488
O14939,Q9NQW6
P55072,Q52M75
Q9UBD5,Q9Y6A5
Q9UNX4,Q9GZS1
Q93034,P61201
Q9NRI5,Q12766
Q13438,Q5T4D3
P53990,Q9UBP0
Q9ULT8,Q9UK96
O94925,Q9UM13
Q9BYT8,O95235
Q00059,Q9UKE5
O75533,P49736
Q9NVU0,Q08945
Q9BSJ8,P60468
P35638,P49716
Q99623,P51991
P55209,P68400
P25054,Q9H9E3
Q99700,Q9H4M7
Q86YT6,P34925
P33991,Q9BWF2
O43303,Q9NPJ6
Q14151,Q01844
Q13011,Q9Y2D8
P36542,P57078
P25963,Q96Q27
Q14966,Q86UY6
Q9Y446,Q9NYZ3
P52429,Q9P2E8
P51991,Q9H4M7
Q9NQS7,P02545
Q9UPT8,Q14204
Q9BV38,P34897
P38398,O60641
Q86XK2,Q8WWF5
P24928,P46934
Q9Y6M4,Q9H1Z9
Q96D71,O75558
Q96QF0,Q9BYF1
Q9P2M7,Q13009
P43243,P38398
Q13617,O76081
P62318,Q8TEQ6
Q5JTD0,O95159
O14544,Q8TBB1
Q12955,Q9H254
Q8N6H7,Q9H3U1
Q9BR77,O14777
O15067,P57078
Q93034,Q9UBW8
Q8WVP7,P60468
Q9H6S0,P04629
O95071,P48681
Q6ZNE5,O75385
Q9BZZ5,P03950
Q13148,Q01844
Q5T8P6,Q9UQB8
O95835,Q8N4C6
P09012,Q9BRS2
P35249,Q9H4M7
P26368,Q9Y3A4
Q00610,P78537
P46940,P51813
Q96S44,Q9NPF4
P02545,Q9P2K1
O60830,Q9H4M7
Q96ST3,Q13620
Q9NZ52,O43747
O43719,Q12873
Q15427,O75533
Q9UBB4,Q9HC77
P42694,O95235
Q7Z2W9,Q969S9
O75175,P36957
Q9NYY8,Q96PX1
Q9Y6E0,Q14258
Q9Y3F4,Q13618
P52272,P51116
P05783,Q99959
P02649,P04114
Q9ULW6,Q8TBF8
P68400,Q8IWT3
Q6PJ69,Q9UPQ9
Q7KZ85,Q8TAP6
O95232,P35240
Q9H9B1,P14866
Q08945,Q969H0
Q13200,Q9HCE1
Q9UG63,Q9BU02
P52272,P47974
P08574,O14548
A4D1E9,Q9H078
Q92945,O95235
Q86XK2,Q92734
Q9Y5K6,Q9ULZ2
Q96A49,O15155
P98170,O14757
Q08999,P06400
P55209,P03950
Q9Y2D8,Q08AD1
Q8TBB1,P35240
O14949,Q5S007
Q8WTW3,O75694
P49815,O76071
O43318,Q86Y07
P14868,Q15058
Q8NFH3,P02545
Q5R3I4,Q96B97
P62316,P28324
Q13526,Q16204
O14617,O95714
P24539,Q12873
Q9BRX5,Q9BUJ0
Q8TEB1,Q8IZ69
Q9BZG8,Q96T76
Q5T8P6,P12956
O43175,P04629
O14796,P10721
P40763,O14578
Q9UHD8,Q9BXM7
Q9Y4H2,O14544
Q8IZT6,P56537
P40926,O94874
Q92900,P20290
Q9UPQ9,P09496
Q96AC1,Q86UY6
P06753,P56945
P33991,Q15058
Q5VZE5,P20290
Q5VT25,P07948
Q9Y4W6,O95900
P51948,Q6N021
Q8N8X9,P50402
P53999,O43187
O94927,Q86YT6
P14868,Q14999
P21953,P16435
P25205,Q9Y570
Q12959,Q86U42
Q5JTD0,Q6PD62
Q3MHD2,Q9H000
P02489,Q99683
Q9BXU1,Q9HCE7
Q53EL6,Q9UER7
O60333,Q4G0F5
P0C1Z6,Q9ULG1
Q9Y2U8,O95858
Q8NI27,Q9BXW9
Q96T51,P04629
Q14674,Q9P1A2
P52701,P38432
Q15758,Q86UY6
P68400,P25054
P55072,Q9UBU8
Q14254,Q9NX47
P49721,Q4G0J3
O75330,Q5S007
Q8TB03,Q9Y3C5
Q5JTZ9,Q5S007
Q5T9S5,Q49A88
Q96R06,Q92574
P55884,Q92769
Q9BQS8,Q9NUQ8
Q99747,P02489
Q14849,Q14258
Q9BZE1,P04629
O15067,Q9Y4K3
O43318,Q9NPJ6
Q15637,Q5XPI4
Q8NE71,P43243
Q00653,Q96Q27
Q14997,Q99436
Q96M83,Q92769
Q01105,P48736
Q8N3L3,Q9Y250
Q9H6U6,Q99816
Q9UBK2,P23246
Q00610,O95235
P42704,P15735
A4D1E9,Q9BT17
Q86Y07,Q12770
Q8IY18,P29590
B2RTY4,Q9H4M7
Q9H4I3,Q8NE63
Q5XPI4,Q9HCE1
P55735,Q96RK0
Q9HCJ0,Q6ZMZ3
Q14247,Q01844
P22061,Q6P3W7
P62913,O14578
P11498,P27144
Q9NYB9,O00161
Q8NHQ1,Q14134
O43151,Q9HB71
O60508,O60306
P05455,Q6ZRI8
P49761,Q9Y383
P62258,Q9NR80
P61421,O43663
P46734,Q9BZV1
O43390,P61978
O43683,O95816
O14979,P04629
P53814,Q9HCE1
Q96BR1,Q15118
O43236,P06400
Q9Y4H2,P07332
Q9UDY2,Q92614
Q9Y2D8,P53350
Q6GPH6,Q9BZC7
Q99959,Q9NX07
O00461,Q9P0L0
Q14254,O14964
Q53EZ4,Q15637
Q9P2E9,Q8TDY2
Q9H992,Q7Z4K8
Q9P2E3,Q9BZV1
Q9UPQ9,Q15058
Q9Y2X0,Q9Y5B0
P42695,Q9H4M7
Q96AE7,P60468
O43318,Q9Y297
O95140,Q5S007
Q9UEE5,Q13501
Q9UNM6,P28066
Q5U651,Q9H4P4
Q14204,Q9Y6G9
P04843,P25705
O43390,Q9Y383
P33992,O94874
P52948,P68400
Q8NE71,P10636
P46108,P62191
Q13263,O96017
Q9UPM8,P02768
Q9Y2L1,Q8N9E0
Q96B97,Q9NYB9
Q9NZN4,Q01484
O96008,Q96TC7
O14979,Q8IUH3
P42704,Q969S9
Q6UX06,O14788
Q8NI35,Q96QZ7
P19838,O43318
P52948,Q13627
P29590,Q13164
P11498,Q5U5X0
O75533,Q92804
Q8N3L3,Q08379
Q6YHU6,Q92783
P35227,O15294
Q8TES7,Q13620
Q9BQG0,Q9NQW6
Q9Y4W6,Q15118
P61964,O14578
Q9C0C2,Q6P2H3
O75663,Q7Z6Z7
Q9NPF4,Q9NXD2
O60716,P61587
Q14684,Q8IXZ2
Q9P2E9,P43243
O94763,Q96LU5
O00232,Q9H4M7
Q14974,P52298
Q6P2Q9,Q5U5Q3
Q14194,Q9NRI5
Q5JTH9,Q16666
O75052,Q02040
O15550,Q969H0
Q14444,P35711
Q9H074,Q14596
Q5T7B8,O75031
P12270,Q14678
P50402,O75031
P42226,Q9Y4K3
P78344,P56945
O14641,Q9P2R3
Q53T59,Q8IUH5
P78527,Q9BVS4
Q06945,P33991
Q86XR8,O95238
Q00653,P52272
Q9H6E5,Q4G0J3
O94875,Q7Z6J0
Q52LW3,Q66GS9
P61289,Q15029
P50542,Q9BQD3
Q9H583,P78317
Q15831,P42773
Q07864,P57078
Q8NDV7,Q9NYZ3
Q9Y291,P46199
Q9NZJ5,Q9UKR8
O43264,Q9UK00
Q8N0S2,O43586
Q96RG2,Q9UKN8
Q9UDY6,Q9BWG6
O94826,Q7Z434
Q8TDB6,P78317
Q8N568,P06733
Q15393,Q9Y4Z0
O00154,Q9Y297
P0CB47,Q9UHX1
Q8WXH0,O43172
O43660,Q9HBD1
P21860,Q7L190
Q7Z3B4,Q14974
P42336,Q9P2W1
Q9NQB0,Q9UBE8
Q9NXC5,Q9NQP4
O75717,Q9H5N1
Q9BRX5,O75865
Q8WU90,Q6I9Y2
Q8HWS3,A5D8V6
Q6P1N0,Q13501
Q9BRR8,O75934
Q9Y3D9,P20794
P30622,Q9NR56
Q99683,Q9Y297
P06753,Q7Z3B4
Q96TA2,Q8IZD9
Q9GZT8,P42773
Q9NNW5,P37173
Q8NDD1,Q01844
Q8WVT3,O00559
Q99623,O43663
Q8NHG7,Q14565
O00459,Q15669
O75179,P52701
P55884,P20290
Q9Y6M1,Q9NQW6
O14893,Q8N7W2
Q9UBQ7,Q13263
Q9UL54,Q96JQ2
Q16401,Q96PU4
Q13137,Q9H7C4
Q6ZWJ1,Q6ZMZ3
Q13596,Q8IYP9
Q9Y6M4,Q9Y3C5
O00189,Q9Y587
Q05048,P46937
O60841,Q15029
Q16543,Q6PI77
O00221,Q8IX90
P62258,Q92974
Q8N2I9,P26651
Q9NYY8,P08559
O14744,Q15029
Q6ZVF9,Q14258
Q9P0K7,P01375
Q9UHD2,Q8TDY2
Q96T76,P04629
Q6ZXV5,P78317
Q99558,Q13490
Q9H992,Q9BYM8
Q9BXL8,Q9H7D0
P57052,Q86UY6
Q5RL73,Q14687
O75943,Q6P4A8
Q9BU02,Q9BVQ7
Q6P2H3,P07910
Q9NWU5,Q9NPE2
Q9BY44,Q13263
P49721,Q9C0C7
Q01484,Q86UY6
Q969S9,Q8N1B4
Q5VZ89,O00559
Q16513,Q69YN4
Q9NRW7,Q9H270
Q9BRR8,Q92574
P82094,P51532
Q9P031,Q13418
Q9UL46,P04629
P51149,P55072
P49915,O15054
Q76FK4,Q9HCE1
Q6ZVC0,Q13618
Q9P253,Q9NZ52
Q9Y375,Q96RP9
Q9UL25,Q9UPN3
Q05519,P12270
P62304,Q02241
Q96DI7,Q9BRX9
P41279,Q8NFZ5
P15924,Q8TB24
Q9ULH1,P25054
Q9UPN3,Q14999
Q9UBN7,P84550
Q8IUH5,P50591
Q86XN8,Q02241
Q06587,Q6PIJ6
P35222,Q7Z699
P52298,Q8N3Y1
P46821,P01375
Q8N3Z3,Q9UJX2
Q6PF05,Q6UB99
Q8WTW4,Q9HCE1
P61764,Q9UHN1
P17480,P13569
P27816,P52732
Q9Y295,Q15058
Q16543,O15146
P20592,P13569
P05455,P50402
Q9Y285,Q15773
Q6WKZ4,P62258
Q15393,Q13617
Q6P3R8,O14641
O15042,Q96EA4
P46937,P24928
Q58EX7,O75460
Q8IY31,Q7Z3B4
O14776,P04629
O60341,Q68CZ1
Q13772,Q8WXH2
Q9C0C2,Q6IQ23
P24928,Q9BYW2
Q6DT37,Q676U5
Q9UMS4,P02545
Q9HD33,Q9BYG3
Q13627,Q12933
Q9Y3R0,Q66GS9
P61758,Q69YN4
O95544,Q9UQC2
Q7Z2W9,P49406
Q8N264,P42858
Q9H6S0,Q9BYG3
Q08379,Q96RQ1
P0C7W6,Q9BT92
Q709F0,Q96AJ1
P47756,Q9BPX5
Q15393,Q8TAD8
Q3B820,Q5VU43
Q12802,Q14258
Q5VU43,O00560
P28370,O15047
O95503,Q9HC52
Q9Y6X9,P04629
P78314,P14317
Q9Y295,Q14999
P30291,Q69YN4
Q8N983,Q00987
Q9BZV1,Q9HCE1
P12036,Q9BQA1
O00161,Q15669
Q8TDM6,P46778
Q9H4A3,Q13685
P54257,Q9Y383
Q8TEP8,O95835
P43243,Q5S007
Q6ZXV5,Q9UK22
P42566,Q8N2I9
Q9Y2J0,Q6ZW31
Q8NEL9,O15169
O95373,Q14142
Q5T9A4,Q5S007
P07476,P34949
Q05048,Q96RK0
Q9Y4F3,P26651
P62316,Q13546
O60716,O43752
P55884,Q6PKG0
O43719,Q15029
P55072,P57075
Q5SZD1,P46108
Q676U5,Q8N3L3
Q5VST9,P14866
Q9UM54,O00212
P30260,P31350
Q99871,Q96ST8
Q92503,Q8NHQ1
Q13435,O96017
O94804,P06733
Q9NUQ6,P49736
Q53EZ4,O95758
O95299,P12004
P35916,Q38SD2
Q86VM9,Q9Y383
P12270,P38398
P35222,P61964
Q9NVC6,Q71SY5
Q9NPF5,Q9H0E2
Q8IVF2,Q92805
P40937,P98170
Q5VV42,P50402
A7MCY6,Q8N4C6
O95817,Q8N9I9
P31943,O94972
P33993,P32971
Q8IYE1,Q96MY7
Q9BS16,Q92674
P35527,Q13620
P40939,Q9UL54
Q01433,Q15029
O43747,Q13795
Q92769,Q9H4M7
Q9UPN3,Q969H0
P14373,Q15040
P09496,Q15058
Q15029,P25788
Q969Y2,Q96E11
P35250,Q13616
P50995,Q00987
Q92945,Q7Z5K2
Q8NI35,Q9P021
Q9NNX1,O43482
Q9BXW6,Q6ZW76
Q8N442,O75127
Q9UGJ1,Q96CW5
O14641,Q3B820
Q99623,P49257
Q7KZ85,O75496
Q13617,Q9Y5K8
O14936,O00472
Q9H6U6,P14866
Q96TA2,Q96T52
Q8IXM3,P14866
Q8IVW4,P31943
P18859,P08559
Q86T90,Q66GS9
P42773,Q13535
P24539,Q15029
O00161,Q9H0E2
P58107,Q13233
Q9Y2M0,Q7Z7L1
Q14674,Q9BYV6
O76064,Q14134
Q96GG9,P23508
Q8NEM0,Q9BSW2
Q9H9L3,P04792
Q9BVC4,P52732
Q9H9F9,Q15029
O95900,P40926
Q99550,Q9H267
O15226,P62913
P16435,O43402
P46459,Q9P0L0
Q9BTD8,P62308
Q5QJE6,P78317
Q9UPQ9,Q8N4C6
Q9H6S0,Q9P2K1
Q13418,Q02241
Q5THJ4,Q92667
Q13148,Q92597
P12956,O95235
Q8IVE3,Q9UI08
P51948,O75175
Q9Y230,Q86VM9
P19838,O14965
O95782,P50570
P33991,Q14498
Q9UQ80,P56537
Q8WV44,P11532
P24928,Q6VMQ6
Q9Y295,Q969H0
P46940,O00459
Q9BZE9,Q8TCY9
Q8TBC4,Q12873
Q8IUH5,Q96H12
P19174,Q9Y4H2
Q9NVN8,O15016
Q9BXF6,Q15287
