,Protein UniProt Acc.,EC Number,isEnzyme
255004,O43482,0.0.0.0,0
255008,Q01726,0.0.0.0,0
255011,P08118,0.0.0.0,0
255016,Q9NZJ7,0.0.0.0,0
255018,P58546,0.0.0.0,0
255022,Q9H3R2,0.0.0.0,0
255028,P15941,0.0.0.0,0
255029,Q2TAK8,0.0.0.0,0
255037,Q9H4K7,0.0.0.0,0
255039,Q9C0I1,0.0.0.0,0
255042,Q16795,0.0.0.0,0
255043,O95299,0.0.0.0,0
255044,O95168,0.0.0.0,0
255045,O43674,0.0.0.0,0
255046,P17568,0.0.0.0,0
255047,O95169,0.0.0.0,0
255048,Q330K2,0.0.0.0,0
255050,Q15223,0.0.0.0,0
255051,Q96NY8,0.0.0.0,0
255053,Q8NHV4,0.0.0.0,0
255058,Q92832,0.0.0.0,0
255060,Q8N9A8,0.0.0.0,0
255061,P23511,0.0.0.0,0
255067,Q9H9Q4,0.0.0.0,0
255069,Q92542,0.0.0.0,0
255070,Q14112,0.0.0.0,0
255071,Q9GZT8,0.0.0.0,0
255073,Q9Y221,0.0.0.0,0
255074,Q969G9,0.0.0.0,0
255076,Q9H8H0,0.0.0.0,0
255077,O60936,0.0.0.0,0
255080,Q15466,0.0.0.0,0
255095,P49790,0.0.0.0,0
255097,Q12769,0.0.0.0,0
255098,Q5SRE5,0.0.0.0,0
255099,Q92621,0.0.0.0,0
255109,O14745,0.0.0.0,0
255114,Q969F2,0.0.0.0,0
255117,P28336,0.0.0.0,0
255120,Q9Y239,0.0.0.0,0
255124,P51513,0.0.0.0,0
255125,O75607,0.0.0.0,0
255126,P06748,0.0.0.0,0
255128,P10588,0.0.0.0,0
255129,P56975,0.0.0.0,0
255134,Q9Y6Y0,0.0.0.0,0
255137,P61970,0.0.0.0,0
255140,O60500,0.0.0.0,0
255142,Q68D85,0.0.0.0,0
255143,P22736,0.0.0.0,0
255146,P49281,0.0.0.0,0
255148,Q96F24,0.0.0.0,0
255149,Q02297,0.0.0.0,0
255150,P54845,0.0.0.0,0
255151,Q99748,0.0.0.0,0
255152,Q96IY1,0.0.0.0,0
255155,Q9GZY6,0.0.0.0,0
255157,Q96RS6,0.0.0.0,0
255160,Q8NFH5,0.0.0.0,0
255161,Q8N1F7,0.0.0.0,0
255162,P52948,0.0.0.0,0
255170,Q9Y2I2,0.0.0.0,0
255171,Q96CW9,0.0.0.0,0
255172,P57740,0.0.0.0,0
255175,Q9Y5A7,0.0.0.0,0
255176,Q9H1E3,0.0.0.0,0
255177,Q8WVJ2,0.0.0.0,0
255181,Q9BXS6,0.0.0.0,0
255184,Q16633,0.0.0.0,0
255186,Q14978,0.0.0.0,0
255192,Q99466,0.0.0.0,0
255194,Q9NZP6,0.0.0.0,0
255196,P48145,0.0.0.0,0
255197,Q86SE8,0.0.0.0,0
255200,Q8WTW4,0.0.0.0,0
255201,Q14916,0.0.0.0,0
255204,P51843,0.0.0.0,0
255206,Q14994,0.0.0.0,0
255212,Q8WWG1,0.0.0.0,0
255214,Q96MG7,0.0.0.0,0
255219,Q9UHK0,0.0.0.0,0
255223,Q9H0G5,0.0.0.0,0
255225,P80303,0.0.0.0,0
255227,Q8NFH3,0.0.0.0,0
255229,Q9UKX7,0.0.0.0,0
255233,O60356,0.0.0.0,0
255234,O15243,0.0.0.0,0
255236,P13725,0.0.0.0,0
255241,Q8WUM0,0.0.0.0,0
255242,Q9H4D5,0.0.0.0,0
255243,Q9UKK6,0.0.0.0,0
255246,Q96KK4,0.0.0.0,0
255247,A1E959,0.0.0.0,0
255248,O00330,0.0.0.0,0
255252,P78380,0.0.0.0,0
255256,P53384,0.0.0.0,0
255257,Q8TB37,0.0.0.0,0
255259,Q86Y26,0.0.0.0,0
255261,Q9GZU5,0.0.0.0,0
255262,P54368,0.0.0.0,0
255272,Q6W5P4,0.0.0.0,0
255273,O95436,0.0.0.0,0
255274,O00476,0.0.0.0,0
255280,Q9UHY1,0.0.0.0,0
255281,Q92823,0.0.0.0,0
255288,Q9BZD4,0.0.0.0,0
255290,Q7Z417,0.0.0.0,0
255292,Q14980,0.0.0.0,0
255294,Q9Y3T9,0.0.0.0,0
255297,Q9Y2X3,0.0.0.0,0
255298,Q8TAT6,0.0.0.0,0
255299,Q13133,0.0.0.0,0
255300,Q96RI1,0.0.0.0,0
255301,Q9Y5X4,0.0.0.0,0
255304,P48552,0.0.0.0,0
255310,Q12908,0.0.0.0,0
255311,Q14973,0.0.0.0,0
255317,Q9Y5Y2,0.0.0.0,0
255318,Q8IWE2,0.0.0.0,0
255320,Q15646,0.0.0.0,0
255330,Q9UBD5,0.0.0.0,0
255338,O43422,0.0.0.0,0
255340,O15350,0.0.0.0,0
255341,Q86U42,0.0.0.0,0
255342,Q96M98,0.0.0.0,0
255343,Q86VP3,0.0.0.0,0
255344,Q15004,0.0.0.0,0
255348,Q16625,0.0.0.0,0
255349,Q5BJF6,0.0.0.0,0
255352,O75665,0.0.0.0,0
255355,Q6UX06,0.0.0.0,0
255359,Q99983,0.0.0.0,0
255364,P41146,0.0.0.0,0
255367,P34982,0.0.0.0,0
255369,Q13415,0.0.0.0,0
255378,P22059,0.0.0.0,0
255381,Q99650,0.0.0.0,0
255383,P32242,0.0.0.0,0
255394,Q9BW27,0.0.0.0,0
255397,O15504,0.0.0.0,0
255402,Q9UMX2,0.0.0.0,0
255406,Q9NTK5,0.0.0.0,0
255409,Q9H6K4,0.0.0.0,0
255414,Q9BXB5,0.0.0.0,0
255415,Q9H1P3,0.0.0.0,0
255416,Q9H0X9,0.0.0.0,0
255419,Q8NFH4,0.0.0.0,0
255422,Q99567,0.0.0.0,0
255425,Q8NGH5,0.0.0.0,0
255436,P03999,0.0.0.0,0
255438,Q8N628,0.0.0.0,0
255439,Q8NG98,0.0.0.0,0
255440,Q13416,0.0.0.0,0
255445,Q8N138,0.0.0.0,0
255447,Q8IYS5,0.0.0.0,0
255451,Q8N2R0,0.0.0.0,0
255453,Q6ZRI0,0.0.0.0,0
255457,Q96CV9,0.0.0.0,0
255458,O95047,0.0.0.0,0
255461,Q9Y619,0.0.0.0,0
255473,Q8WXI9,0.0.0.0,0
255477,Q9UQ80,0.0.0.0,0
255487,O43929,0.0.0.0,0
255488,O43913,0.0.0.0,0
255490,Q13438,0.0.0.0,0
255491,Q96SU4,0.0.0.0,0
255492,Q969R2,0.0.0.0,0
255497,P04637,0.0.0.0,0
255501,O43316,0.0.0.0,0
255507,Q9BVL2,0.0.0.0,0
255511,O15381,0.0.0.0,0
255512,Q9H1B4,0.0.0.0,0
255513,Q9NPJ8,0.0.0.0,0
255516,Q9NY56,0.0.0.0,0
255517,O75147,0.0.0.0,0
255527,Q149M9,0.0.0.0,0
255529,Q9UBU9,0.0.0.0,0
255530,Q9GZY0,0.0.0.0,0
255531,Q15743,0.0.0.0,0
255533,Q13516,0.0.0.0,0
255538,Q96HA1,0.0.0.0,0
255540,Q9H3D4,0.0.0.0,0
255542,Q9H1Y3,0.0.0.0,0
255545,P08100,0.0.0.0,0
255549,Q9BXW6,0.0.0.0,0
255550,Q9BZF2,0.0.0.0,0
255553,P10451,0.0.0.0,0
255555,Q12889,0.0.0.0,0
255556,P41217,0.0.0.0,0
255560,Q9BTK6,0.0.0.0,0
255562,P01298,0.0.0.0,0
255563,P05121,0.0.0.0,0
255565,Q8NC51,0.0.0.0,0
255569,P25116,0.0.0.0,0
255570,O00254,0.0.0.0,0
255572,Q96RD7,0.0.0.0,0
255574,Q02962,0.0.0.0,0
255581,P36955,0.0.0.0,0
255584,Q8IZL8,0.0.0.0,0
255585,Q9NZ42,0.0.0.0,0
255587,Q9NQP4,0.0.0.0,0
255590,O00264,0.0.0.0,0
255597,Q8N807,0.0.0.0,0
255600,O15018,0.0.0.0,0
255602,Q8NEN9,0.0.0.0,0
255603,P43115,0.0.0.0,0
255604,Q15121,0.0.0.0,0
255605,P30086,0.0.0.0,0
255607,P56645,0.0.0.0,0
255610,Q96BD5,0.0.0.0,0
255611,Q9UHV9,0.0.0.0,0
255612,P61758,0.0.0.0,0
255615,Q96GW7,0.0.0.0,0
255617,Q96LB9,0.0.0.0,0
255623,Q9BVI0,0.0.0.0,0
255625,Q8WV24,0.0.0.0,0
255629,O00623,0.0.0.0,0
255632,P56589,0.0.0.0,0
255635,P16112,0.0.0.0,0
255638,P07585,0.0.0.0,0
255640,Q9UIL8,0.0.0.0,0
255642,Q9BUL5,0.0.0.0,0
255643,Q8IWS0,0.0.0.0,0
255646,P20941,0.0.0.0,0
255650,Q9BZ72,0.0.0.0,0
255651,Q9BZ71,0.0.0.0,0
255654,Q9NZM6,0.0.0.0,0
255655,Q96S99,0.0.0.0,0
255656,Q9Y263,0.0.0.0,0
255660,Q04941,0.0.0.0,0
255663,Q96FM1,0.0.0.0,0
255665,Q15124,0.0.0.0,0
255671,Q9Y3A3,0.0.0.0,0
255676,Q13492,0.0.0.0,0
255677,Q9NRD5,0.0.0.0,0
255679,Q92508,0.0.0.0,0
255680,Q9H490,0.0.0.0,0
255684,P14923,0.0.0.0,0
255686,Q9NRY6,0.0.0.0,0
255688,Q9UHJ9,0.0.0.0,0
255689,Q96JS3,0.0.0.0,0
255693,Q9H814,0.0.0.0,0
255694,Q99623,0.0.0.0,0
255695,Q8NDX5,0.0.0.0,0
255696,Q86YI8,0.0.0.0,0
255698,Q9Y5J5,0.0.0.0,0
255701,Q9HB75,0.0.0.0,0
255703,P12273,0.0.0.0,0
255706,Q9P0L9,0.0.0.0,0
255707,Q9NTG1,0.0.0.0,0
255710,O60437,0.0.0.0,0
255714,O00628,0.0.0.0,0
255716,O75594,0.0.0.0,0
255717,Q96LB8,0.0.0.0,0
255719,Q96KR7,0.0.0.0,0
255722,Q8IXK0,0.0.0.0,0
255723,Q7RTV0,0.0.0.0,0
255725,Q99453,0.0.0.0,0
255727,Q00169,0.0.0.0,0
255730,Q96CS7,0.0.0.0,0
255732,Q9H7P9,0.0.0.0,0
255733,Q8IWE5,0.0.0.0,0
255734,P49763,0.0.0.0,0
255738,Q9BX97,0.0.0.0,0
255739,O43157,0.0.0.0,0
255741,P40967,0.0.0.0,0
255744,Q9UL42,0.0.0.0,0
255745,Q9NZ53,0.0.0.0,0
255748,Q9UBV8,0.0.0.0,0
255749,Q86TG7,0.0.0.0,0
255755,Q92968,0.0.0.0,0
255757,P40855,0.0.0.0,0
255758,Q13608,0.0.0.0,0
255766,Q8WYR1,0.0.0.0,0
255768,Q8WXW3,0.0.0.0,0
255772,Q8TDX9,0.0.0.0,0
255773,Q7Z443,0.0.0.0,0
255775,Q9H8W4,0.0.0.0,0
255777,Q15111,0.0.0.0,0
255779,P29590,0.0.0.0,0
255782,O43808,0.0.0.0,0
255783,Q12796,0.0.0.0,0
255786,Q7Z5L7,0.0.0.0,0
255794,Q8NE79,0.0.0.0,0
255797,Q8TCE9,0.0.0.0,0
255800,O60828,0.0.0.0,0
255804,Q8WVV4,0.0.0.0,0
255811,Q96T49,0.0.0.0,0
255812,Q15435,0.0.0.0,0
255814,Q6NUP7,0.0.0.0,0
255816,P26678,0.0.0.0,0
255817,P06401,0.0.0.0,0
255819,Q9UKY0,0.0.0.0,0
255824,P08567,0.0.0.0,0
255826,Q96PV4,0.0.0.0,0
255827,Q9Y244,0.0.0.0,0
255832,P43119,0.0.0.0,0
255833,Q5UE93,0.0.0.0,0
255835,Q9H5I5,0.0.0.0,0
255837,Q96S52,0.0.0.0,0
255841,Q9H307,0.0.0.0,0
255845,Q9HAU0,0.0.0.0,0
255848,Q53GL0,0.0.0.0,0
255850,Q496M5,0.0.0.0,0
255851,O00168,0.0.0.0,0
255852,O43660,0.0.0.0,0
255854,Q8ND90,0.0.0.0,0
255856,Q7Z3K3,0.0.0.0,0
255860,Q9NY27,0.0.0.0,0
255862,Q9UPN7,0.0.0.0,0
255866,Q86SQ0,0.0.0.0,0
255870,Q8TCI5,0.0.0.0,0
255871,Q9NWS0,0.0.0.0,0
255872,O00562,0.0.0.0,0
255873,Q99569,0.0.0.0,0
255875,Q8IUK5,0.0.0.0,0
255877,P02776,0.0.0.0,0
255880,O15162,0.0.0.0,0
255881,P13796,0.0.0.0,0
255889,Q13519,0.0.0.0,0
255893,Q9UKL6,0.0.0.0,0
255895,Q5SWA1,0.0.0.0,0
255896,Q04118,0.0.0.0,0
255897,Q9Y520,0.0.0.0,0
255899,P07737,0.0.0.0,0
255902,Q99935,0.0.0.0,0
255905,Q8N131,0.0.0.0,0
255906,Q8NEY8,0.0.0.0,0
255910,O75400,0.0.0.0,0
255912,Q9UI14,0.0.0.0,0
255913,O75915,0.0.0.0,0
255914,Q9HAZ2,0.0.0.0,0
255916,Q8TCU6,0.0.0.0,0
255917,Q70Z35,0.0.0.0,0
255921,O43395,0.0.0.0,0
255922,P23942,0.0.0.0,0
255924,Q9NWQ8,0.0.0.0,0
255927,Q5T6S3,0.0.0.0,0
255933,P01833,0.0.0.0,0
255934,Q969N2,0.0.0.0,0
255940,Q9UKF7,0.0.0.0,0
255942,Q7Z442,0.0.0.0,0
255943,Q6IQ23,0.0.0.0,0
255944,Q96JA3,0.0.0.0,0
255946,Q3KR16,0.0.0.0,0
255948,Q494U1,0.0.0.0,0
255950,Q13835,0.0.0.0,0
255951,Q8NFJ6,0.0.0.0,0
255955,Q01453,0.0.0.0,0
255956,P54277,0.0.0.0,0
255960,O75170,0.0.0.0,0
255963,Q07869,0.0.0.0,0
255964,Q9HB19,0.0.0.0,0
255965,Q9Y446,0.0.0.0,0
255966,Q13018,0.0.0.0,0
255969,Q6P1K2,0.0.0.0,0
255972,Q8TF01,0.0.0.0,0
255975,Q9UKI9,0.0.0.0,0
255987,Q9UKJ1,0.0.0.0,0
255990,Q96BK5,0.0.0.0,0
255993,P28069,0.0.0.0,0
255995,Q13563,0.0.0.0,0
255996,Q9HB21,0.0.0.0,0
255997,Q6DJT9,0.0.0.0,0
255998,Q9UM63,0.0.0.0,0
256000,Q96Q06,0.0.0.0,0
256001,Q9NRQ2,0.0.0.0,0
256002,P55058,0.0.0.0,0
256005,Q9ULL4,0.0.0.0,0
256007,Q969W9,0.0.0.0,0
256008,Q9NPJ4,0.0.0.0,0
256009,Q8TEM1,0.0.0.0,0
256016,Q8TC44,0.0.0.0,0
256020,Q9NUX5,0.0.0.0,0
256022,Q9BZL4,0.0.0.0,0
256025,P37231,0.0.0.0,0
256027,Q6NYC8,0.0.0.0,0
256028,Q5T8A7,0.0.0.0,0
256029,Q16821,0.0.0.0,0
256031,Q5VV67,0.0.0.0,0
256033,P10163,0.0.0.0,0
256037,O75569,0.0.0.0,0
256038,Q9Y255,0.0.0.0,0
256040,P04554,0.0.0.0,0
256042,P07225,0.0.0.0,0
256043,Q99633,0.0.0.0,0
256045,P02810,0.0.0.0,0
256046,P85299,0.0.0.0,0
256047,Q7Z6L0,0.0.0.0,0
256051,P27918,0.0.0.0,0
256055,P62333,0.0.0.0,0
256056,P17980,0.0.0.0,0
256057,P62195,0.0.0.0,0
256058,P20472,0.0.0.0,0
256061,Q99460,0.0.0.0,0
256062,Q13200,0.0.0.0,0
256063,O43242,0.0.0.0,0
256064,Q06323,0.0.0.0,0
256068,P01270,0.0.0.0,0
256069,P35080,0.0.0.0,0
256070,Q8N271,0.0.0.0,0
256071,O60508,0.0.0.0,0
256074,P62191,0.0.0.0,0
256078,O43653,0.0.0.0,0
256080,O00232,0.0.0.0,0
256083,Q8NDX1,0.0.0.0,0
256084,P11464,0.0.0.0,0
256085,Q15008,0.0.0.0,0
256086,Q8WXF1,0.0.0.0,0
256092,Q9HC23,0.0.0.0,0
256095,P04280,0.0.0.0,0
256096,Q6MZQ0,0.0.0.0,0
256097,Q8WUY3,0.0.0.0,0
256102,Q9UL46,0.0.0.0,0
256103,P61289,0.0.0.0,0
256105,P07988,0.0.0.0,0
256106,Q9NRG1,0.0.0.0,0
256107,Q9HCU5,0.0.0.0,0
256108,P13727,0.0.0.0,0
256110,Q96MT3,0.0.0.0,0
256112,P04156,0.0.0.0,0
256115,P22891,0.0.0.0,0
256127,Q9UQK1,0.0.0.0,0
256128,Q6ZSY5,0.0.0.0,0
256132,P49683,0.0.0.0,0
256136,O43172,0.0.0.0,0
256137,Q6P2Q9,0.0.0.0,0
256142,O43586,0.0.0.0,0
256143,Q13522,0.0.0.0,0
256144,Q9UD71,0.0.0.0,0
256145,Q8WVI7,0.0.0.0,0
256149,Q6NWY9,0.0.0.0,0
256151,Q96QH2,0.0.0.0,0
256153,Q9Y2Y8,0.0.0.0,0
256156,Q9NZ81,0.0.0.0,0
256162,Q15287,0.0.0.0,0
256163,P51991,0.0.0.0,0
256167,Q9NQG5,0.0.0.0,0
256169,Q9HB90,0.0.0.0,0
256170,P10301,0.0.0.0,0
256174,P10155,0.0.0.0,0
256175,P22626,0.0.0.0,0
256176,Q99729,0.0.0.0,0
256177,Q9HCK4,0.0.0.0,0
256178,Q8WZ75,0.0.0.0,0
256180,Q01973,0.0.0.0,0
256181,Q8N122,0.0.0.0,0
256182,Q5TBB1,0.0.0.0,0
256183,Q8TDP1,0.0.0.0,0
256186,Q8IWN7,0.0.0.0,0
256190,Q9H1D9,0.0.0.0,0
256193,P47736,0.0.0.0,0
256197,Q7L523,0.0.0.0,0
256198,P05386,0.0.0.0,0
256201,Q6ZRF8,0.0.0.0,0
256203,Q92730,0.0.0.0,0
256204,P61587,0.0.0.0,0
256205,P51449,0.0.0.0,0
256206,P19388,0.0.0.0,0
256207,P52434,0.0.0.0,0
256213,P52815,0.0.0.0,0
256214,Q9H0U6,0.0.0.0,0
256215,Q13084,0.0.0.0,0
256216,Q8IXM3,0.0.0.0,0
256217,Q9HD33,0.0.0.0,0
256220,Q13151,0.0.0.0,0
256221,P09651,0.0.0.0,0
256223,Q03395,0.0.0.0,0
256224,P60602,0.0.0.0,0
256226,P61218,0.0.0.0,0
256228,P62875,0.0.0.0,0
256229,Q9BWH6,0.0.0.0,0
256231,P05423,0.0.0.0,0
256233,O75575,0.0.0.0,0
256235,Q13905,0.0.0.0,0
256239,Q96TC7,0.0.0.0,0
256240,Q9Y6N7,0.0.0.0,0
256242,Q9HAT0,0.0.0.0,0
256248,P19387,0.0.0.0,0
256250,O15318,0.0.0.0,0
256253,Q92565,0.0.0.0,0
256254,Q684P5,0.0.0.0,0
256255,Q96KN7,0.0.0.0,0
256256,Q92834,0.0.0.0,0
256257,Q02878,0.0.0.0,0
256258,P12271,0.0.0.0,0
256260,Q8N5U6,0.0.0.0,0
256266,Q9Y2J0,0.0.0.0,0
256267,Q8TA86,0.0.0.0,0
256269,P53803,0.0.0.0,0
256270,Q9H6T3,0.0.0.0,0
256271,P52435,0.0.0.0,0
256276,Q7Z7H8,0.0.0.0,0
256277,Q9Y3B7,0.0.0.0,0
256279,Q9NQ50,0.0.0.0,0
256281,Q9Y3C5,0.0.0.0,0
256282,P49406,0.0.0.0,0
256284,Q9NYK5,0.0.0.0,0
256285,Q9H9A7,0.0.0.0,0
256286,Q9NWS8,0.0.0.0,0
256304,Q92622,0.0.0.0,0
256307,Q9BVN2,0.0.0.0,0
256308,P62306,0.0.0.0,0
256312,Q9Y3V2,0.0.0.0,0
256313,Q8WXD0,0.0.0.0,0
256315,P29034,0.0.0.0,0
256316,P06703,0.0.0.0,0
256322,P15880,0.0.0.0,0
256325,P62753,0.0.0.0,0
256326,Q92737,0.0.0.0,0
256330,P82914,0.0.0.0,0
256331,P51398,0.0.0.0,0
256332,Q9BZR6,0.0.0.0,0
256333,Q96T51,0.0.0.0,0
256335,P62841,0.0.0.0,0
256336,P08708,0.0.0.0,0
256338,P62269,0.0.0.0,0
256347,Q92541,0.0.0.0,0
256349,Q9NQC3,0.0.0.0,0
256351,P56182,0.0.0.0,0
256353,P46783,0.0.0.0,0
256357,P46781,0.0.0.0,0
256360,P14678,0.0.0.0,0
256363,Q86UC2,0.0.0.0,0
256364,Q92665,0.0.0.0,0
256369,P39019,0.0.0.0,0
256370,P63220,0.0.0.0,0
256371,P62847,0.0.0.0,0
256373,P62861,0.0.0.0,0
256375,P46782,0.0.0.0,0
256376,P62241,0.0.0.0,0
256378,P62701,0.0.0.0,0
256382,Q2I0M5,0.0.0.0,0
256385,P82650,0.0.0.0,0
256388,P09234,0.0.0.0,0
256396,Q504Y0,0.0.0.0,0
256400,P62851,0.0.0.0,0
256401,P62857,0.0.0.0,0
256406,P62266,0.0.0.0,0
256407,P62854,0.0.0.0,0
256408,P62979,0.0.0.0,0
256410,P61247,0.0.0.0,0
256411,Q96T23,0.0.0.0,0
256413,Q16799,0.0.0.0,0
256416,P62304,0.0.0.0,0
256417,Q2M3R5,0.0.0.0,0
256418,Q6YBV0,0.0.0.0,0
256419,Q99624,0.0.0.0,0
256420,Q8NBW4,0.0.0.0,0
256422,Q15043,0.0.0.0,0
256423,Q9NP59,0.0.0.0,0
256424,Q9Y6R1,0.0.0.0,0
256425,Q9UN76,0.0.0.0,0
256426,Q695T7,0.0.0.0,0
256427,Q9NP91,0.0.0.0,0
256434,Q9BW04,0.0.0.0,0
256435,O94885,0.0.0.0,0
256438,Q9NQW1,0.0.0.0,0
256439,P31639,0.0.0.0,0
256441,O15127,0.0.0.0,0
256442,Q6AZY7,0.0.0.0,0
256445,Q6UWF3,0.0.0.0,0
256446,Q9NX18,0.0.0.0,0
256456,Q9NTN9,0.0.0.0,0
256457,Q9NUL5,0.0.0.0,0
256459,P33764,0.0.0.0,0
256461,P31949,0.0.0.0,0
256462,P80511,0.0.0.0,0
256463,Q99584,0.0.0.0,0
256464,Q9HCY8,0.0.0.0,0
256465,Q8N1F8,0.0.0.0,0
256466,Q9H2X9,0.0.0.0,0
256467,A0AV02,0.0.0.0,0
256472,O60779,0.0.0.0,0
256473,Q6P5W5,0.0.0.0,0
256474,Q13433,0.0.0.0,0
256475,Q9C0K1,0.0.0.0,0
256477,Q8NBS3,0.0.0.0,0
256478,Q9BY07,0.0.0.0,0
256480,Q9HAB3,0.0.0.0,0
256481,Q8TBB6,0.0.0.0,0
256482,P0DJI8,0.0.0.0,0
256485,Q9UBE0,0.0.0.0,0
256490,Q9Y3A5,0.0.0.0,0
256491,Q96JE7,0.0.0.0,0
256493,P23975,0.0.0.0,0
256494,Q01959,0.0.0.0,0
256495,Q9Y345,0.0.0.0,0
256498,Q6NUK1,0.0.0.0,0
256499,O60939,0.0.0.0,0
256500,P35499,0.0.0.0,0
256503,Q96C92,0.0.0.0,0
256514,Q9UH03,0.0.0.0,0
256519,Q99500,0.0.0.0,0
256521,Q8IVM8,0.0.0.0,0
256522,Q86VW1,0.0.0.0,0
256523,Q9UHI7,0.0.0.0,0
256524,Q9UGH3,0.0.0.0,0
256527,Q9HAS3,0.0.0.0,0
256528,Q9NR83,0.0.0.0,0
256531,Q13228,0.0.0.0,0
256532,O75396,0.0.0.0,0
256533,A0PJK1,0.0.0.0,0
256534,P51170,0.0.0.0,0
256535,O75880,0.0.0.0,0
256536,O43819,0.0.0.0,0
256537,Q14108,0.0.0.0,0
256539,Q9NVU7,0.0.0.0,0
256541,P31431,0.0.0.0,0
256547,Q8WXG1,0.0.0.0,0
256552,P82932,0.0.0.0,0
256556,P08621,0.0.0.0,0
256558,P62308,0.0.0.0,0
256564,Q8IXA5,0.0.0.0,0
256566,Q70HW3,0.0.0.0,0
256568,P55017,0.0.0.0,0
256569,Q9UHW9,0.0.0.0,0
256570,O76054,0.0.0.0,0
256572,O95977,0.0.0.0,0
256574,Q8WUM9,0.0.0.0,0
256576,Q96BI1,0.0.0.0,0
256577,P40879,0.0.0.0,0
256578,O43511,0.0.0.0,0
256579,Q8TE54,0.0.0.0,0
256583,Q9Y2D2,0.0.0.0,0
256584,Q8TB61,0.0.0.0,0
256585,Q9NQQ7,0.0.0.0,0
256587,Q86VL8,0.0.0.0,0
256597,P17900,0.0.0.0,0
256602,P43007,0.0.0.0,0
256603,Q9Y2G9,0.0.0.0,0
256604,Q96IW7,0.0.0.0,0
256605,O00560,0.0.0.0,0
256609,P05109,0.0.0.0,0
256611,Q92503,0.0.0.0,0
256613,Q16348,0.0.0.0,0
256614,Q9BYT1,0.0.0.0,0
256616,Q8N357,0.0.0.0,0
256617,Q495M3,0.0.0.0,0
256622,Q8IVJ1,0.0.0.0,0
256623,P61619,0.0.0.0,0
256624,Q9NSD5,0.0.0.0,0
256626,O15027,0.0.0.0,0
256627,O94855,0.0.0.0,0
256628,Q8N695,0.0.0.0,0
256629,P60468,0.0.0.0,0
256635,Q96NL6,0.0.0.0,0
256636,Q99250,0.0.0.0,0
256637,Q8IWT1,0.0.0.0,0
256638,Q14524,0.0.0.0,0
256644,Q9H7L9,0.0.0.0,0
256649,Q92681,0.0.0.0,0
256652,P08865,0.0.0.0,0
256654,Q9BST9,0.0.0.0,0
256655,O95197,0.0.0.0,0
256656,Q14D33,0.0.0.0,0
256658,Q9Y2V3,0.0.0.0,0
256659,O15244,0.0.0.0,0
256660,Q9H015,0.0.0.0,0
256661,O76082,0.0.0.0,0
256662,Q9Y694,0.0.0.0,0
256663,Q9NSA0,0.0.0.0,0
256664,P50443,0.0.0.0,0
256667,Q96RN1,0.0.0.0,0
256668,Q14542,0.0.0.0,0
256669,Q9BZD2,0.0.0.0,0
256670,Q5K651,0.0.0.0,0
256672,P07602,0.0.0.0,0
256673,Q9Y6B6,0.0.0.0,0
256674,Q96BY9,0.0.0.0,0
256678,P60903,0.0.0.0,0
256679,Q9BXP2,0.0.0.0,0
256682,Q08357,0.0.0.0,0
256683,Q4U2R8,0.0.0.0,0
256684,Q9Y226,0.0.0.0,0
256685,Q8WUG5,0.0.0.0,0
256687,Q86WA9,0.0.0.0,0
256688,Q7LBE3,0.0.0.0,0
256689,Q9UHR5,0.0.0.0,0
256690,P78382,0.0.0.0,0
256692,Q969S0,0.0.0.0,0
256693,Q9NY26,0.0.0.0,0
256694,Q9NP94,0.0.0.0,0
256695,Q92504,0.0.0.0,0
256696,Q96H72,0.0.0.0,0
256698,Q9UMX9,0.0.0.0,0
256699,Q9NSC2,0.0.0.0,0
256701,Q9NSI8,0.0.0.0,0
256706,Q8IYX7,0.0.0.0,0
256707,O94979,0.0.0.0,0
256708,Q9GZV3,0.0.0.0,0
256709,Q2M3M2,0.0.0.0,0
256710,Q8WWX8,0.0.0.0,0
256711,P48029,0.0.0.0,0
256712,O15126,0.0.0.0,0
256716,Q8WXD2,0.0.0.0,0
256719,Q9BXY4,0.0.0.0,0
256721,P82912,0.0.0.0,0
256722,Q9Y3D3,0.0.0.0,0
256723,Q9Y3D9,0.0.0.0,0
256725,Q96DX8,0.0.0.0,0
256728,P04271,0.0.0.0,0
256729,P33763,0.0.0.0,0
256730,P31151,0.0.0.0,0
256732,P06702,0.0.0.0,0
256733,Q13183,0.0.0.0,0
256734,Q9NRA2,0.0.0.0,0
256737,Q9BSK2,0.0.0.0,0
256738,P78381,0.0.0.0,0
256739,Q8TF17,0.0.0.0,0
256742,Q9NQ40,0.0.0.0,0
256745,P0DJI9,0.0.0.0,0
256746,Q15424,0.0.0.0,0
256747,Q14151,0.0.0.0,0
256748,Q9Y467,0.0.0.0,0
256749,Q9UJQ4,0.0.0.0,0
256751,Q9Y512,0.0.0.0,0
256752,P02743,0.0.0.0,0
256753,O00422,0.0.0.0,0
256754,P82979,0.0.0.0,0
256756,Q6UVJ0,0.0.0.0,0
256757,Q01826,0.0.0.0,0
256760,O95487,0.0.0.0,0
256762,P53794,0.0.0.0,0
256763,Q9Y289,0.0.0.0,0
256764,P30531,0.0.0.0,0
256766,P31641,0.0.0.0,0
256768,Q9UPN6,0.0.0.0,0
256769,Q99590,0.0.0.0,0
256770,O14828,0.0.0.0,0
256771,Q8TAC9,0.0.0.0,0
256772,Q9BY12,0.0.0.0,0
256781,Q92854,0.0.0.0,0
