Protein UniProt Acc.,EC Number,isEnzyme
O95400,0.0.0.0,0
P04234,0.0.0.0,0
P09693,0.0.0.0,0
P01730,0.0.0.0,0
P06127,0.0.0.0,0
P08962,0.0.0.0,0
P32970,0.0.0.0,0
P11912,0.0.0.0,0
P40259,0.0.0.0,0
Q01151,0.0.0.0,0
O43852,0.0.0.0,0
P40121,0.0.0.0,0
Q9BXL6,0.0.0.0,0
O95931,0.0.0.0,0
Q9Y3M2,0.0.0.0,0
Q7Z6B0,0.0.0.0,0
Q16663,0.0.0.0,0
Q99731,0.0.0.0,0
O00175,0.0.0.0,0
P10147,0.0.0.0,0
P30279,0.0.0.0,0
O96020,0.0.0.0,0
P22674,0.0.0.0,0
Q9ULG6,0.0.0.0,0
P51685,0.0.0.0,0
P42771,0.0.0.0,0
Q15517,0.0.0.0,0
P47902,0.0.0.0,0
Q13895,0.0.0.0,0
Q96L14,0.0.0.0,0
Q9NPY3,0.0.0.0,0
P04003,0.0.0.0,0
Q6P1W5,0.0.0.0,0
Q8NFZ8,0.0.0.0,0
Q13111,0.0.0.0,0
P35219,0.0.0.0,0
Q86VP6,0.0.0.0,0
O75155,0.0.0.0,0
Q01518,0.0.0.0,0
P20160,0.0.0.0,0
P41180,0.0.0.0,0
P08185,0.0.0.0,0
Q6UXH8,0.0.0.0,0
Q5T5Y3,0.0.0.0,0
Q14444,0.0.0.0,0
Q96LW7,0.0.0.0,0
O15234,0.0.0.0,0
Q03135,0.0.0.0,0
Q2TAC2,0.0.0.0,0
Q53HC0,0.0.0.0,0
P13501,0.0.0.0,0
P24863,0.0.0.0,0
P51946,0.0.0.0,0
Q96S94,0.0.0.0,0
O60583,0.0.0.0,0
P51677,0.0.0.0,0
Q14692,0.0.0.0,0
O00478,0.0.0.0,0
P35070,0.0.0.0,0
Q9UIR0,0.0.0.0,0
Q9P296,0.0.0.0,0
Q8TCZ2,0.0.0.0,0
Q9NY47,0.0.0.0,0
Q9Y6J0,0.0.0.0,0
O00555,0.0.0.0,0
O43497,0.0.0.0,0
Q13137,0.0.0.0,0
O75309,0.0.0.0,0
Q12864,0.0.0.0,0
P01258,0.0.0.0,0
P27797,0.0.0.0,0
P27824,0.0.0.0,0
P63098,0.0.0.0,0
Q86V15,0.0.0.0,0
Q7Z7H3,0.0.0.0,0
Q8IVM0,0.0.0.0,0
Q6P9F0,0.0.0.0,0
A2IDD5,0.0.0.0,0
Q92583,0.0.0.0,0
Q9Y4X3,0.0.0.0,0
Q9NRJ3,0.0.0.0,0
Q99467,0.0.0.0,0
P06126,0.0.0.0,0
P15813,0.0.0.0,0
P15812,0.0.0.0,0
Q15762,0.0.0.0,0
Q9HCU0,0.0.0.0,0
P10747,0.0.0.0,0
Q9NPF0,0.0.0.0,0
P16671,0.0.0.0,0
Q7L3B6,0.0.0.0,0
P20963,0.0.0.0,0
P60033,0.0.0.0,0
Q6P1J9,0.0.0.0,0
Q96FF9,0.0.0.0,0
Q9BWT1,0.0.0.0,0
P49918,0.0.0.0,0
P55273,0.0.0.0,0
P49716,0.0.0.0,0
Q15744,0.0.0.0,0
Q92879,0.0.0.0,0
Q92674,0.0.0.0,0
Q7L2Z9,0.0.0.0,0
Q96BT3,0.0.0.0,0
Q7Z7K6,0.0.0.0,0
Q9Y592,0.0.0.0,0
Q9UKL3,0.0.0.0,0
Q9NZU7,0.0.0.0,0
Q08289,0.0.0.0,0
Q9H251,0.0.0.0,0
Q86UP0,0.0.0.0,0
Q8IU99,0.0.0.0,0
Q9Y6Q1,0.0.0.0,0
P51636,0.0.0.0,0
Q14781,0.0.0.0,0
Q96HB5,0.0.0.0,0
Q8IYE1,0.0.0.0,0
Q9UFE4,0.0.0.0,0
O15444,0.0.0.0,0
P13500,0.0.0.0,0
P13236,0.0.0.0,0
Q9BSQ5,0.0.0.0,0
Q8TEP8,0.0.0.0,0
P13688,0.0.0.0,0
Q8N2Z9,0.0.0.0,0
Q5EE01,0.0.0.0,0
Q99674,0.0.0.0,0
P61604,0.0.0.0,0
Q9NZZ3,0.0.0.0,0
Q9Y3Y2,0.0.0.0,0
O75339,0.0.0.0,0
Q9BW66,0.0.0.0,0
Q9NZ45,0.0.0.0,0
P09496,0.0.0.0,0
O95500,0.0.0.0,0
Q496F6,0.0.0.0,0
Q9C0D2,0.0.0.0,0
Q9BZC1,0.0.0.0,0
Q9NYQ7,0.0.0.0,0
P49450,0.0.0.0,0
Q03188,0.0.0.0,0
Q9BS16,0.0.0.0,0
Q9HD42,0.0.0.0,0
O43633,0.0.0.0,0
Q96CF2,0.0.0.0,0
Q9Y3E7,0.0.0.0,0
Q8IZ96,0.0.0.0,0
O75503,0.0.0.0,0
Q9NWW5,0.0.0.0,0
Q5SYC1,0.0.0.0,0
P10645,0.0.0.0,0
Q99788,0.0.0.0,0
Q13740,0.0.0.0,0
P15391,0.0.0.0,0
P29016,0.0.0.0,0
Q9NNX6,0.0.0.0,0
Q86Y33,0.0.0.0,0
P11049,0.0.0.0,0
Q08722,0.0.0.0,0
P34810,0.0.0.0,0
P09564,0.0.0.0,0
P01732,0.0.0.0,0
Q16543,0.0.0.0,0
Q9BYE9,0.0.0.0,0
Q6ZTQ4,0.0.0.0,0
O60308,0.0.0.0,0
Q5TB80,0.0.0.0,0
O15078,0.0.0.0,0
Q5VT06,0.0.0.0,0
Q8IYX8,0.0.0.0,0
Q5SZL2,0.0.0.0,0
P40198,0.0.0.0,0
P06731,0.0.0.0,0
Q9NR00,0.0.0.0,0
Q9UKJ5,0.0.0.0,0
Q9BWS9,0.0.0.0,0
P15882,0.0.0.0,0
Q9UQN3,0.0.0.0,0
Q8WUX9,0.0.0.0,0
O43745,0.0.0.0,0
Q9H2X0,0.0.0.0,0
Q99828,0.0.0.0,0
O60543,0.0.0.0,0
Q9UHD4,0.0.0.0,0
Q15642,0.0.0.0,0
Q01850,0.0.0.0,0
Q9H799,0.0.0.0,0
Q9UPV0,0.0.0.0,0
P53567,0.0.0.0,0
Q6IPU0,0.0.0.0,0
A8MT69,0.0.0.0,0
Q8NHQ1,0.0.0.0,0
Q8TAP6,0.0.0.0,0
P08603,0.0.0.0,0
Q9Y2V2,0.0.0.0,0
Q96LT7,0.0.0.0,0
Q86X95,0.0.0.0,0
Q6UVW9,0.0.0.0,0
Q6UXB4,0.0.0.0,0
Q9NZA1,0.0.0.0,0
Q9UDT6,0.0.0.0,0
Q96DZ5,0.0.0.0,0
Q8TDQ1,0.0.0.0,0
Q9H6B4,0.0.0.0,0
Q13286,0.0.0.0,0
Q96A33,0.0.0.0,0
Q9UBN1,0.0.0.0,0
P51671,0.0.0.0,0
Q16627,0.0.0.0,0
P22362,0.0.0.0,0
O00626,0.0.0.0,0
P29965,0.0.0.0,0
Q13042,0.0.0.0,0
Q12834,0.0.0.0,0
P42772,0.0.0.0,0
P11597,0.0.0.0,0
Q96M91,0.0.0.0,0
P36222,0.0.0.0,0
Q96BP2,0.0.0.0,0
O94986,0.0.0.0,0
Q5SW79,0.0.0.0,0
P40199,0.0.0.0,0
Q96J87,0.0.0.0,0
Q9HC77,0.0.0.0,0
Q9NSP4,0.0.0.0,0
Q49MI3,0.0.0.0,0
Q96G23,0.0.0.0,0
Q9Y6H1,0.0.0.0,0
P52757,0.0.0.0,0
Q7LBR1,0.0.0.0,0
Q9H444,0.0.0.0,0
Q96JB5,0.0.0.0,0
Q8WWK9,0.0.0.0,0
Q9UMR7,0.0.0.0,0
Q8WXI8,0.0.0.0,0
Q8IX12,0.0.0.0,0
Q8N163,0.0.0.0,0
P24864,0.0.0.0,0
Q8N6Q3,0.0.0.0,0
P26842,0.0.0.0,0
P16070,0.0.0.0,0
P31358,0.0.0.0,0
Q15078,0.0.0.0,0
P42081,0.0.0.0,0
Q96JP9,0.0.0.0,0
O15182,0.0.0.0,0
O15519,0.0.0.0,0
Q96NL8,0.0.0.0,0
Q6NUI6,0.0.0.0,0
O75838,0.0.0.0,0
Q96Q77,0.0.0.0,0
Q14011,0.0.0.0,0
Q8N5K1,0.0.0.0,0
Q9NSE2,0.0.0.0,0
Q6UWK7,0.0.0.0,0
Q96SZ6,0.0.0.0,0
Q96SN8,0.0.0.0,0
Q07065,0.0.0.0,0
Q14008,0.0.0.0,0
P61024,0.0.0.0,0
Q9P126,0.0.0.0,0
Q8WTT0,0.0.0.0,0
Q9ULY5,0.0.0.0,0
Q9NY25,0.0.0.0,0
P51801,0.0.0.0,0
P51793,0.0.0.0,0
P51795,0.0.0.0,0
P51797,0.0.0.0,0
Q9Y5I7,0.0.0.0,0
Q8N6F1,0.0.0.0,0
O00501,0.0.0.0,0
Q9Y696,0.0.0.0,0
Q9NSA3,0.0.0.0,0
P62633,0.0.0.0,0
P29973,0.0.0.0,0
Q14028,0.0.0.0,0
Q9NZN8,0.0.0.0,0
Q15003,0.0.0.0,0
P34972,0.0.0.0,0
Q12860,0.0.0.0,0
P02458,0.0.0.0,0
P01024,0.0.0.0,0
A8TX70,0.0.0.0,0
P13671,0.0.0.0,0
P10643,0.0.0.0,0
P27658,0.0.0.0,0
P07357,0.0.0.0,0
P07358,0.0.0.0,0
P02748,0.0.0.0,0
Q9H9E3,0.0.0.0,0
Q9UP83,0.0.0.0,0
Q07092,0.0.0.0,0
Q14993,0.0.0.0,0
Q9BWP8,0.0.0.0,0
P04118,0.0.0.0,0
Q8IZC6,0.0.0.0,0
Q9Y6N1,0.0.0.0,0
Q7KZN9,0.0.0.0,0
P00403,0.0.0.0,0
Q99829,0.0.0.0,0
P04632,0.0.0.0,0
Q9P2I0,0.0.0.0,0
Q96BA8,0.0.0.0,0
Q96SW2,0.0.0.0,0
P22914,0.0.0.0,0
P23508,0.0.0.0,0
P16220,0.0.0.0,0
Q8IY22,0.0.0.0,0
O94983,0.0.0.0,0
O75175,0.0.0.0,0
P02452,0.0.0.0,0
P08572,0.0.0.0,0
P01031,0.0.0.0,0
P12109,0.0.0.0,0
P07360,0.0.0.0,0
P38432,0.0.0.0,0
O14579,0.0.0.0,0
Q7Z3J2,0.0.0.0,0
O43303,0.0.0.0,0
Q5TA50,0.0.0.0,0
P10909,0.0.0.0,0
Q8WXI2,0.0.0.0,0
Q9UKZ1,0.0.0.0,0
Q9Y2B0,0.0.0.0,0
Q9P232,0.0.0.0,0
Q8IWV2,0.0.0.0,0
O94779,0.0.0.0,0
P78357,0.0.0.0,0
Q9UHC6,0.0.0.0,0
Q9C0A0,0.0.0.0,0
Q7Z7A1,0.0.0.0,0
P53420,0.0.0.0,0
Q14031,0.0.0.0,0
P20908,0.0.0.0,0
P25940,0.0.0.0,0
Q9ULV4,0.0.0.0,0
Q2UY09,0.0.0.0,0
Q14061,0.0.0.0,0
P10606,0.0.0.0,0
P42695,0.0.0.0,0
Q16281,0.0.0.0,0
Q9Y2R0,0.0.0.0,0
P12107,0.0.0.0,0
P57737,0.0.0.0,0
P00414,0.0.0.0,0
Q96DZ9,0.0.0.0,0
Q9UBR5,0.0.0.0,0
O75122,0.0.0.0,0
Q9Y240,0.0.0.0,0
P56746,0.0.0.0,0
O14493,0.0.0.0,0
O95471,0.0.0.0,0
Q8N3K9,0.0.0.0,0
O43405,0.0.0.0,0
Q9Y281,0.0.0.0,0
Q96MW5,0.0.0.0,0
P53618,0.0.0.0,0
Q96A83,0.0.0.0,0
P24468,0.0.0.0,0
Q14019,0.0.0.0,0
Q9UJ71,0.0.0.0,0
Q9UBD9,0.0.0.0,0
P30622,0.0.0.0,0
Q6PJW8,0.0.0.0,0
Q9UQ52,0.0.0.0,0
Q01955,0.0.0.0,0
A6NMZ7,0.0.0.0,0
Q14050,0.0.0.0,0
Q9GZY4,0.0.0.0,0
Q5JTJ3,0.0.0.0,0
O75128,0.0.0.0,0
P39059,0.0.0.0,0
Q96BS2,0.0.0.0,0
O76071,0.0.0.0,0
Q96AQ7,0.0.0.0,0
O43734,0.0.0.0,0
Q8IYA6,0.0.0.0,0
Q5QGZ9,0.0.0.0,0
Q9UHP7,0.0.0.0,0
Q9BXN2,0.0.0.0,0
P35523,0.0.0.0,0
P51788,0.0.0.0,0
P51798,0.0.0.0,0
P56750,0.0.0.0,0
O95832,0.0.0.0,0
O15551,0.0.0.0,0
Q969H4,0.0.0.0,0
Q8NE01,0.0.0.0,0
Q9H9A5,0.0.0.0,0
A5YKK6,0.0.0.0,0
P29400,0.0.0.0,0
P0C0L4,0.0.0.0,0
P12110,0.0.0.0,0
P12111,0.0.0.0,0
Q02388,0.0.0.0,0
P25067,0.0.0.0,0
P20849,0.0.0.0,0
Q14055,0.0.0.0,0
Q9BY43,0.0.0.0,0
Q99653,0.0.0.0,0
Q9ULV3,0.0.0.0,0
Q2HXU8,0.0.0.0,0
Q6ZS10,0.0.0.0,0
O95833,0.0.0.0,0
Q6UXZ3,0.0.0.0,0
Q08708,0.0.0.0,0
A8K4G0,0.0.0.0,0
Q9UGN4,0.0.0.0,0
O76031,0.0.0.0,0
Q9NS75,0.0.0.0,0
Q8IUQ0,0.0.0.0,0
O75746,0.0.0.0,0
P56277,0.0.0.0,0
Q9Y6Y1,0.0.0.0,0
Q9Y224,0.0.0.0,0
Q86XI2,0.0.0.0,0
Q6IBW4,0.0.0.0,0
Q6PI25,0.0.0.0,0
Q03692,0.0.0.0,0
A5D8T8,0.0.0.0,0
Q8IUN9,0.0.0.0,0
P58418,0.0.0.0,0
Q9HAW4,0.0.0.0,0
Q9Y271,0.0.0.0,0
Q15021,0.0.0.0,0
Q99439,0.0.0.0,0
Q6P4Q7,0.0.0.0,0
Q9NXG0,0.0.0.0,0
Q8N137,0.0.0.0,0
Q05707,0.0.0.0,0
Q8N668,0.0.0.0,0
Q86VX2,0.0.0.0,0
Q9BXS0,0.0.0.0,0
P13942,0.0.0.0,0
P53621,0.0.0.0,0
P35606,0.0.0.0,0
O75131,0.0.0.0,0
Q6WN34,0.0.0.0,0
Q02930,0.0.0.0,0
P02741,0.0.0.0,0
Q9NZV1,0.0.0.0,0
Q9H0B8,0.0.0.0,0
Q8IUI8,0.0.0.0,0
P82279,0.0.0.0,0
Q9UNS2,0.0.0.0,0
P49711,0.0.0.0,0
Q16619,0.0.0.0,0
O43310,0.0.0.0,0
Q8IWA5,0.0.0.0,0
O60716,0.0.0.0,0
Q8NEC5,0.0.0.0,0
Q96P56,0.0.0.0,0
Q9Y6H8,0.0.0.0,0
P78310,0.0.0.0,0
P08034,0.0.0.0,0
Q5T442,0.0.0.0,0
Q9H2A7,0.0.0.0,0
Q2VPA4,0.0.0.0,0
O75629,0.0.0.0,0
P07320,0.0.0.0,0
Q99062,0.0.0.0,0
Q86XM0,0.0.0.0,0
O43822,0.0.0.0,0
O60494,0.0.0.0,0
Q13616,0.0.0.0,0
P49238,0.0.0.0,0
O75712,0.0.0.0,0
O00574,0.0.0.0,0
Q8N144,0.0.0.0,0
Q8WWM9,0.0.0.0,0
O00622,0.0.0.0,0
O95639,0.0.0.0,0
P17927,0.0.0.0,0
P20023,0.0.0.0,0
Q96D31,0.0.0.0,0
Q6UXH1,0.0.0.0,0
Q03060,0.0.0.0,0
P24387,0.0.0.0,0
Q16526,0.0.0.0,0
P02489,0.0.0.0,0
P02511,0.0.0.0,0
P15509,0.0.0.0,0
P04141,0.0.0.0,0
Q9H8E8,0.0.0.0,0
Q12996,0.0.0.0,0
P12074,0.0.0.0,0
P42830,0.0.0.0,0
P25025,0.0.0.0,0
P49682,0.0.0.0,0
P32302,0.0.0.0,0
Q5TAT6,0.0.0.0,0
Q9Y2V7,0.0.0.0,0
P83436,0.0.0.0,0
P48444,0.0.0.0,0
O75208,0.0.0.0,0
P13073,0.0.0.0,0
Q66GS9,0.0.0.0,0
P78560,0.0.0.0,0
P53674,0.0.0.0,0
P26998,0.0.0.0,0
Q8WWI5,0.0.0.0,0
Q8WTW3,0.0.0.0,0
Q96JB2,0.0.0.0,0
P01189,0.0.0.0,0
Q9UBL6,0.0.0.0,0
Q8N684,0.0.0.0,0
Q9NQ79,0.0.0.0,0
P43320,0.0.0.0,0
P33240,0.0.0.0,0
Q53GD3,0.0.0.0,0
Q9UI47,0.0.0.0,0
Q9P021,0.0.0.0,0
P46108,0.0.0.0,0
Q9HC73,0.0.0.0,0
O95727,0.0.0.0,0
O75718,0.0.0.0,0
Q6UUV9,0.0.0.0,0
Q6UUV7,0.0.0.0,0
P09919,0.0.0.0,0
P67870,0.0.0.0,0
Q9UBW8,0.0.0.0,0
Q9P2B4,0.0.0.0,0
Q8WYA6,0.0.0.0,0
Q2NKJ3,0.0.0.0,0
P78358,0.0.0.0,0
Q9HCG8,0.0.0.0,0
P13498,0.0.0.0,0
P00167,0.0.0.0,0
Q9HB71,0.0.0.0,0
Q10570,0.0.0.0,0
Q6JBY9,0.0.0.0,0
Q68CJ9,0.0.0.0,0
P53673,0.0.0.0,0
Q9BU40,0.0.0.0,0
P50238,0.0.0.0,0
P46109,0.0.0.0,0
Q9UBG3,0.0.0.0,0
Q9BT78,0.0.0.0,0
Q8WVB6,0.0.0.0,0
Q2VPK5,0.0.0.0,0
Q13620,0.0.0.0,0
P17302,0.0.0.0,0
P36382,0.0.0.0,0
P80162,0.0.0.0,0
P61073,0.0.0.0,0
Q9UPN4,0.0.0.0,0
Q8IZJ3,0.0.0.0,0
P22792,0.0.0.0,0
P05813,0.0.0.0,0
Q9Y2W7,0.0.0.0,0
Q13098,0.0.0.0,0
P50461,0.0.0.0,0
Q9UMD9,0.0.0.0,0
Q9Y215,0.0.0.0,0
P49747,0.0.0.0,0
Q9NQ92,0.0.0.0,0
P61923,0.0.0.0,0
P31146,0.0.0.0,0
Q9BR76,0.0.0.0,0
Q9BV73,0.0.0.0,0
Q6FI81,0.0.0.0,0
O14810,0.0.0.0,0
O43809,0.0.0.0,0
Q16630,0.0.0.0,0
P54108,0.0.0.0,0
O75462,0.0.0.0,0
Q5TZA2,0.0.0.0,0
Q5IJ48,0.0.0.0,0
Q9BUF7,0.0.0.0,0
O43186,0.0.0.0,0
O94886,0.0.0.0,0
O75534,0.0.0.0,0
P08574,0.0.0.0,0
P01034,0.0.0.0,0
P28325,0.0.0.0,0
P01036,0.0.0.0,0
O75398,0.0.0.0,0
O43889,0.0.0.0,0
Q8IUR6,0.0.0.0,0
O75177,0.0.0.0,0
Q9NSK7,0.0.0.0,0
P61201,0.0.0.0,0
P56545,0.0.0.0,0
Q9UQB3,0.0.0.0,0
Q93034,0.0.0.0,0
O60888,0.0.0.0,0
Q9NTM9,0.0.0.0,0
P29033,0.0.0.0,0
Q6UXB2,0.0.0.0,0
Q7LFL8,0.0.0.0,0
Q7L576,0.0.0.0,0
Q15438,0.0.0.0,0
P01040,0.0.0.0,0
Q86Y56,0.0.0.0,0
P08174,0.0.0.0,0
Q14118,0.0.0.0,0
O60759,0.0.0.0,0
Q8NEP3,0.0.0.0,0
Q5VWQ8,0.0.0.0,0
Q9NYF0,0.0.0.0,0
Q9UER7,0.0.0.0,0
Q5T6F0,0.0.0.0,0
Q5H9S7,0.0.0.0,0
P61962,0.0.0.0,0
O76096,0.0.0.0,0
Q69YQ0,0.0.0.0,0
Q96B18,0.0.0.0,0
Q58WW2,0.0.0.0,0
Q5TAQ9,0.0.0.0,0
Q96PD2,0.0.0.0,0
Q9BVC3,0.0.0.0,0
Q9H295,0.0.0.0,0
Q14203,0.0.0.0,0
P35638,0.0.0.0,0
P48165,0.0.0.0,0
Q9NTQ9,0.0.0.0,0
P02775,0.0.0.0,0
P02778,0.0.0.0,0
O14625,0.0.0.0,0
O95715,0.0.0.0,0
P99999,0.0.0.0,0
Q9UI36,0.0.0.0,0
O14576,0.0.0.0,0
Q13409,0.0.0.0,0
Q9Y6G9,0.0.0.0,0
Q01523,0.0.0.0,0
Q9GZP9,0.0.0.0,0
Q5M775,0.0.0.0,0
Q9NR90,0.0.0.0,0
Q92904,0.0.0.0,0
Q9UJU6,0.0.0.0,0
Q8TCX1,0.0.0.0,0
Q96GG9,0.0.0.0,0
Q8IWE4,0.0.0.0,0
Q13561,0.0.0.0,0
Q9BTE1,0.0.0.0,0
O43602,0.0.0.0,0
Q7L5N1,0.0.0.0,0
Q99627,0.0.0.0,0
P13611,0.0.0.0,0
O95196,0.0.0.0,0
P16410,0.0.0.0,0
P35221,0.0.0.0,0
Q9UBT7,0.0.0.0,0
O60931,0.0.0.0,0
P81534,0.0.0.0,0
Q9Y4D1,0.0.0.0,0
P51397,0.0.0.0,0
Q9H467,0.0.0.0,0
Q13618,0.0.0.0,0
Q14999,0.0.0.0,0
Q9P0U4,0.0.0.0,0
Q99418,0.0.0.0,0
P04080,0.0.0.0,0
Q7L2H7,0.0.0.0,0
Q8TE02,0.0.0.0,0
P14625,0.0.0.0,0
Q14264,0.0.0.0,0
O43768,0.0.0.0,0
Q9NPA8,0.0.0.0,0
O15197,0.0.0.0,0
P01588,0.0.0.0,0
P33947,0.0.0.0,0
Q9NQ30,0.0.0.0,0
O60883,0.0.0.0,0
O60447,0.0.0.0,0
Q01844,0.0.0.0,0
Q9Y262,0.0.0.0,0
Q9UKW6,0.0.0.0,0
P28324,0.0.0.0,0
Q9HB65,0.0.0.0,0
Q14241,0.0.0.0,0
Q96EB1,0.0.0.0,0
Q8WYP5,0.0.0.0,0
Q5J8M3,0.0.0.0,0
Q9H0I2,0.0.0.0,0
Q03111,0.0.0.0,0
Q6UW88,0.0.0.0,0
O14944,0.0.0.0,0
Q969X5,0.0.0.0,0
Q9Y282,0.0.0.0,0
P62508,0.0.0.0,0
Q8TE68,0.0.0.0,0
Q6NXG1,0.0.0.0,0
O00471,0.0.0.0,0
Q9NQT4,0.0.0.0,0
Q9H6L5,0.0.0.0,0
P05160,0.0.0.0,0
Q96A26,0.0.0.0,0
P01133,0.0.0.0,0
Q8NDI1,0.0.0.0,0
Q8N140,0.0.0.0,0
P41567,0.0.0.0,0
Q14152,0.0.0.0,0
Q99613,0.0.0.0,0
Q9UBQ5,0.0.0.0,0
Q92556,0.0.0.0,0
P15502,0.0.0.0,0
O95208,0.0.0.0,0
Q13216,0.0.0.0,0
Q96PL5,0.0.0.0,0
P30040,0.0.0.0,0
Q9NPD3,0.0.0.0,0
Q96B26,0.0.0.0,0
Q9NZB2,0.0.0.0,0
P38117,0.0.0.0,0
Q96CN4,0.0.0.0,0
Q9Y3B2,0.0.0.0,0
Q5T1H1,0.0.0.0,0
Q01469,0.0.0.0,0
O15540,0.0.0.0,0
Q9HB96,0.0.0.0,0
P13804,0.0.0.0,0
P14921,0.0.0.0,0
P41212,0.0.0.0,0
Q92817,0.0.0.0,0
Q9NV70,0.0.0.0,0
Q96PZ2,0.0.0.0,0
Q9H5Z6,0.0.0.0,0
Q8N612,0.0.0.0,0
Q8NEZ5,0.0.0.0,0
Q5XUX0,0.0.0.0,0
Q9UKA1,0.0.0.0,0
Q8WWV6,0.0.0.0,0
P24071,0.0.0.0,0
P08637,0.0.0.0,0
Q92637,0.0.0.0,0
O14526,0.0.0.0,0
P03372,0.0.0.0,0
Q5RKV6,0.0.0.0,0
Q8N1B3,0.0.0.0,0
P12259,0.0.0.0,0
Q9BSJ6,0.0.0.0,0
A6ND36,0.0.0.0,0
Q9BXW9,0.0.0.0,0
Q92636,0.0.0.0,0
Q969F0,0.0.0.0,0
Q9NY74,0.0.0.0,0
Q9H8M9,0.0.0.0,0
Q9UI08,0.0.0.0,0
Q8IYI6,0.0.0.0,0
Q06265,0.0.0.0,0
Q96RD9,0.0.0.0,0
Q7L513,0.0.0.0,0
Q96DZ1,0.0.0.0,0
P11474,0.0.0.0,0
Q9H6S3,0.0.0.0,0
Q13868,0.0.0.0,0
Q9NQT5,0.0.0.0,0
P00451,0.0.0.0,0
Q92731,0.0.0.0,0
Q15024,0.0.0.0,0
Q8NEV8,0.0.0.0,0
Q15018,0.0.0.0,0
Q86YD7,0.0.0.0,0
Q5T0W9,0.0.0.0,0
P05413,0.0.0.0,0
Q9UJW0,0.0.0.0,0
Q92466,0.0.0.0,0
Q9NX09,0.0.0.0,0
P12838,0.0.0.0,0
Q9BTC0,0.0.0.0,0
O75165,0.0.0.0,0
Q9UGM3,0.0.0.0,0
P11532,0.0.0.0,0
Q96HY6,0.0.0.0,0
Q08495,0.0.0.0,0
Q9UBX3,0.0.0.0,0
Q9P2K9,0.0.0.0,0
Q9UBS4,0.0.0.0,0
Q14565,0.0.0.0,0
Q9UI46,0.0.0.0,0
Q99615,0.0.0.0,0
P60022,0.0.0.0,0
Q6IQ26,0.0.0.0,0
O75140,0.0.0.0,0
Q96Q80,0.0.0.0,0
P15924,0.0.0.0,0
O60879,0.0.0.0,0
P80370,0.0.0.0,0
Q9P219,0.0.0.0,0
Q8WV16,0.0.0.0,0
P59665,0.0.0.0,0
Q05D60,0.0.0.0,0
Q9NSV4,0.0.0.0,0
Q9P1A6,0.0.0.0,0
Q9Y2H0,0.0.0.0,0
Q9NR61,0.0.0.0,0
Q14689,0.0.0.0,0
Q9UBP4,0.0.0.0,0
Q8TDM6,0.0.0.0,0
Q9NPF5,0.0.0.0,0
Q13316,0.0.0.0,0
Q18PE1,0.0.0.0,0
P20036,0.0.0.0,0
Q92784,0.0.0.0,0
P35659,0.0.0.0,0
O14521,0.0.0.0,0
O60610,0.0.0.0,0
Q9UJW3,0.0.0.0,0
Q14183,0.0.0.0,0
Q96HP0,0.0.0.0,0
Q96N67,0.0.0.0,0
Q9BZ29,0.0.0.0,0
Q8NEU8,0.0.0.0,0
P04440,0.0.0.0,0
Q15038,0.0.0.0,0
Q9UBU7,0.0.0.0,0
Q8WXF8,0.0.0.0,0
O75618,0.0.0.0,0
Q96SL1,0.0.0.0,0
Q9NR28,0.0.0.0,0
Q8TEH3,0.0.0.0,0
Q8IV53,0.0.0.0,0
O43583,0.0.0.0,0
Q5TB30,0.0.0.0,0
Q9BUN8,0.0.0.0,0
O15263,0.0.0.0,0
O43323,0.0.0.0,0
O00273,0.0.0.0,0
Q8NDZ4,0.0.0.0,0
Q9Y5R6,0.0.0.0,0
Q1HG43,0.0.0.0,0
Q8N608,0.0.0.0,0
P01903,0.0.0.0,0
Q96EP5,0.0.0.0,0
Q10586,0.0.0.0,0
O43237,0.0.0.0,0
O75935,0.0.0.0,0
Q9H4E7,0.0.0.0,0
Q15054,0.0.0.0,0
Q16643,0.0.0.0,0
P32926,0.0.0.0,0
Q9H410,0.0.0.0,0
Q8WWB3,0.0.0.0,0
Q0VDD8,0.0.0.0,0
Q8WXU2,0.0.0.0,0
O75461,0.0.0.0,0
Q9HCM4,0.0.0.0,0
P29692,0.0.0.0,0
Q6P3W2,0.0.0.0,0
Q9Y238,0.0.0.0,0
Q12959,0.0.0.0,0
Q6XZF7,0.0.0.0,0
Q8N1I0,0.0.0.0,0
Q9NZW4,0.0.0.0,0
Q6ZR08,0.0.0.0,0
P51808,0.0.0.0,0
O00716,0.0.0.0,0
Q15329,0.0.0.0,0
Q9H4G0,0.0.0.0,0
O94907,0.0.0.0,0
Q8TDJ6,0.0.0.0,0
O75190,0.0.0.0,0
Q99543,0.0.0.0,0
Q6UX65,0.0.0.0,0
Q96MC2,0.0.0.0,0
P21917,0.0.0.0,0
Q9UBX2,0.0.0.0,0
Q96FJ2,0.0.0.0,0
Q14209,0.0.0.0,0
Q96EY1,0.0.0.0,0
P25685,0.0.0.0,0
P25686,0.0.0.0,0
Q9H3Z4,0.0.0.0,0
Q8WXX5,0.0.0.0,0
P06340,0.0.0.0,0
Q8NF50,0.0.0.0,0
Q99704,0.0.0.0,0
Q1HG44,0.0.0.0,0
O94777,0.0.0.0,0
Q9P2X0,0.0.0.0,0
P49005,0.0.0.0,0
Q14194,0.0.0.0,0
Q9Y295,0.0.0.0,0
P42658,0.0.0.0,0
Q9C005,0.0.0.0,0
Q16555,0.0.0.0,0
